iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,features_count,balanced,accuracy,precision,recall,F1,AUC
3,target_population,2,105,105,0,105,LOOCV,210,ada_factory,user_only,200,True,1.0,1.0,1.0,1.0,1.0
3,target_population,2,131,105,0,105,LOOCV,236,ada_factory,desc+name+num,706,False,0.6991525423728814,0.6847826086956522,0.6,0.6395939086294417,0.709996364958197
3,target_population,2,105,105,0,105,KFold,5,lr_factory,desc+user,700,True,0.6904761904761905,0.8333333333333334,0.4761904761904761,0.6060606060606061,0.7186848072562357
3,target_population,2,105,105,0,105,KFold,5,lr_factory,desc_only,500,True,0.6857142857142857,0.8305084745762712,0.4666666666666667,0.5975609756097561,0.7222222222222222
3,target_population,2,131,105,0,105,LOOCV,236,svm_factory,all_text,900,False,0.6822033898305084,0.75,0.4285714285714285,0.5454545454545454,0.6528535078153399
3,target_population,2,131,105,0,105,LOOCV,236,svm_factory,desc+name,700,False,0.6822033898305084,0.7777777777777778,0.4,0.5283018867924528,0.6514721919302072
3,target_population,2,105,105,0,105,LOOCV,210,lr_factory,desc+name,700,True,0.680952380952381,0.7567567567567568,0.5333333333333333,0.6256983240223464,0.6631292517006802
3,target_population,2,105,105,0,105,KFold,5,svm_factory,all_text,900,True,0.6761904761904762,0.7402597402597403,0.5428571428571428,0.6263736263736264,0.7063945578231292
3,target_population,2,105,105,0,105,LOOCV,210,ada_factory,desc+name+num,706,True,0.6761904761904762,0.6831683168316832,0.6571428571428571,0.6699029126213593,0.6852607709750567
3,target_population,2,105,105,0,105,KFold,5,lr_factory,desc+name,700,True,0.6714285714285714,0.75,0.5142857142857142,0.6101694915254238,0.7215419501133787
3,target_population,2,105,105,0,105,LOOCV,210,lr_factory,desc+user,700,True,0.6714285714285714,0.78125,0.4761904761904761,0.591715976331361,0.6268480725623582
3,target_population,2,105,105,0,105,KFold,5,svm_factory,desc+user,700,True,0.6714285714285714,0.78125,0.4761904761904761,0.591715976331361,0.6954648526077097
3,target_population,2,105,105,0,105,KFold,5,lr_factory,all_text,900,True,0.6714285714285714,0.75,0.5142857142857142,0.6101694915254238,0.7206349206349205
3,target_population,2,105,105,0,105,LOOCV,210,ada_factory,all_text+num,906,True,0.6714285714285714,0.6764705882352942,0.6571428571428571,0.6666666666666666,0.6853514739229024
3,target_population,2,105,105,0,105,KFold,5,svm_factory,desc+name,700,True,0.6714285714285714,0.7571428571428571,0.5047619047619047,0.6057142857142858,0.7190929705215418
3,target_population,2,105,105,0,105,LOOCV,210,lr_factory,all_text,900,True,0.6714285714285714,0.7432432432432432,0.5238095238095238,0.6145251396648045,0.6644897959183673
3,target_population,2,131,105,0,105,KFold,5,rf_factory,all_text,900,False,0.6694915254237288,0.8648648648648649,0.3047619047619048,0.4507042253521127,0.7173391494002181
3,target_population,2,105,105,0,105,LOOCV,210,svm_factory,all_text,900,True,0.6666666666666666,0.7215189873417721,0.5428571428571428,0.6195652173913043,0.6535147392290248
3,target_population,2,105,105,0,105,KFold,5,rf_factory,desc_only,500,True,0.6666666666666666,0.8571428571428571,0.4,0.5454545454545454,0.6998639455782313
3,target_population,2,105,105,0,105,LOOCV,210,lr_factory,desc_only,500,True,0.6666666666666666,0.7868852459016393,0.4571428571428571,0.5783132530120482,0.6146938775510205
3,target_population,2,131,105,0,105,KFold,5,lr_factory,all_text,900,False,0.6440677966101694,0.92,0.219047619047619,0.3538461538461538,0.7101781170483461
3,target_population,2,131,105,0,105,KFold,5,rf_factory,desc+user,700,False,0.6483050847457628,0.84375,0.2571428571428571,0.3941605839416058,0.7091966557615412
3,target_population,2,105,105,0,105,KFold,5,svm_factory,desc_only,500,True,0.6571428571428571,0.8,0.419047619047619,0.55,0.7086167800453514
3,target_population,2,131,105,0,105,LOOCV,236,svm_factory,desc+name+num,706,False,0.6483050847457628,0.6447368421052632,0.4666666666666667,0.5414364640883977,0.706215921483097
3,target_population,2,131,105,0,105,LOOCV,236,rf_factory,all_text,900,False,0.6610169491525424,0.7777777777777778,0.3333333333333333,0.4666666666666667,0.7058887677208289
3,target_population,2,105,105,0,105,KFold,5,rf_factory,desc+user,700,True,0.638095238095238,0.8918918918918919,0.3142857142857143,0.4647887323943662,0.704671201814059
3,target_population,2,131,105,0,105,LOOCV,236,ada_factory,all_text+num,906,False,0.6398305084745762,0.625,0.4761904761904761,0.5405405405405406,0.7045438022537259
3,target_population,2,105,105,0,105,KFold,5,rf_factory,all_text,900,True,0.6333333333333333,0.7916666666666666,0.3619047619047619,0.4967320261437908,0.7044897959183674
3,target_population,2,131,105,0,105,KFold,5,lr_factory,desc+name,700,False,0.6398305084745762,0.8571428571428571,0.2285714285714285,0.3609022556390977,0.704143947655398
3,target_population,2,131,105,0,105,LOOCV,236,svm_factory,all_text+num,906,False,0.635593220338983,0.6266666666666667,0.4476190476190476,0.5222222222222223,0.7015630679752818
3,target_population,2,105,105,0,105,LOOCV,210,ada_factory,desc+name,700,True,0.6095238095238096,0.8108108108108109,0.2857142857142857,0.4225352112676056,0.7005895691609978
