iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,features_count,balanced,accuracy,precision,recall,F1,AUC
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,RandomForest,TFIDF_description + NUM,281.0,False,0.7896995708154506,0.7859210488923614,0.7896995708154506,0.7754432663885193,0.7882095145343297
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description + NUM,281.0,False,0.7875536480686696,0.7935848368406662,0.7875536480686696,0.7650273122926035,0.7072385831939534
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+username + NUM,481.0,False,0.7854077253218884,0.7870918450075248,0.7854077253218884,0.7650003171314405,0.7029407405839139
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+full_name + NUM,481.0,False,0.7854077253218884,0.7898788363993082,0.7854077253218884,0.7631345787899322,0.6950860627103931
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,RandomForest,TFIDF_description + NUM,281.0,False,0.7832618025751072,0.7825668072767005,0.7832618025751072,0.7640048595235828,0.780333665022336
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,LogReg,TFIDF_description+username+full_name + NUM,681.0,False,0.7832618025751072,0.7877323331506775,0.7832618025751072,0.7602803893086155,0.7336184447314378
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+full_name,476.0,False,0.7832618025751072,0.7951507719748063,0.7832618025751072,0.7561769886090884,0.6569559418203375
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,LogReg,TFIDF_description+full_name + NUM,481.0,False,0.7811158798283262,0.7855726475054123,0.7811158798283262,0.7574106127335976,0.733893676031588
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+username,476.0,False,0.7811158798283262,0.7930985156603869,0.7811158798283262,0.7532160716395075,0.7117481421887242
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+username+full_name + NUM,681.0,False,0.7811158798283262,0.7872133006962816,0.7811158798283262,0.7563997729374721,0.7075667435902865
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,RandomForest,TFIDF_description+username+full_name + NUM,681.0,False,0.778969957081545,0.7770587200109266,0.778969957081545,0.7593316884250398,0.7877649101263947
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,RandomForest,TFIDF_description+full_name + NUM,481.0,False,0.7746781115879828,0.7706956650089697,0.7746781115879828,0.7555692176850143,0.7847797091016875
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,SVM,TFIDF_description+username+full_name,676.0,False,0.7746781115879828,0.7846202103676677,0.7746781115879828,0.7453879361673906,0.6569241843626278
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,LOOCV,466.0,RandomForest,TFIDF_description+username + NUM,481.0,False,0.7725321888412017,0.7669226681758872,0.7725321888412017,0.7545791055760914,0.787733152668685
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,SVM,TFIDF_description+full_name + NUM,481.0,False,0.7725321888412017,0.7785124611962534,0.7725321888412017,0.7446679628419995,0.7144581119132809
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,SVM,TFIDF_description + NUM,281.0,False,0.7703862660944206,0.77149615123977,0.7703862660944206,0.7449919903087795,0.7063493743780831
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,RandomForest,TFIDF_description+full_name + NUM,481.0,False,0.7682403433476395,0.769204234035469,0.7682403433476395,0.7420703478161469,0.7878919399572333
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,RandomForest,TFIDF_description+username+full_name + NUM,681.0,False,0.7682403433476395,0.769204234035469,0.7682403433476395,0.7420703478161469,0.7861770372409121
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,LogReg,TFIDF_description+username+full_name + NUM,681.0,False,0.7682403433476395,0.7706734213603725,0.7682403433476395,0.740973809449902,0.7287066246056781
5,person_vs_organization,2.0,149.0,317.0,0.0,149.0,KFold,5.0,SVM,TFIDF_description+username+full_name + NUM,681.0,False,0.7682403433476395,0.7706734213603725,0.7682403433476395,0.740973809449902,0.7137700336629051
