Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Mohammad Va'ez Abaee-Khorasani,https://en.wikipedia.org/wiki/Mohammad_Va%27ez_Abaee-Khorasani,,,,,,,,,
Abbas Ali Akhtari,https://en.wikipedia.org/wiki/Abbas_Ali_Akhtari,Q5701112,https://www.wikidata.org/wiki/Q5701112,male,revolutionary,Iran,Sorkheh,1939-12-07T00:00:00Z,,
Abdol Javad Alamolhoda,https://en.wikipedia.org/wiki/Abdol_Javad_Alamolhoda,Q109550402,https://www.wikidata.org/wiki/Q109550402,male,ʿālim,Iran; Pahlavi Iran,Mashhad,1930-01-01T00:00:00Z,,
Seyed Abolfazl Mousavi Tabrizi,https://en.wikipedia.org/wiki/Seyed_Abolfazl_Mousavi_Tabrizi,Q31067274,https://www.wikidata.org/wiki/Q31067274,male,Islamic jurist,Iran; Pahlavi Iran,Tabriz,1935-01-01T00:00:00Z,,
Mohammad-Hassan Aboutorabi Fard,https://en.wikipedia.org/wiki/Mohammad-Hassan_Aboutorabi_Fard,Q4500245,https://www.wikidata.org/wiki/Q4500245,male,politician,Iran,Qazvin,1953-01-30T00:00:00Z,,
Ahmad Mohseni Garakani,https://en.wikipedia.org/wiki/Ahmad_Mohseni_Garakani,Q5705780,https://www.wikidata.org/wiki/Q5705780,male,judge,Iran,Ashtian,1926-01-01T00:00:00Z,,
Ahmad Mojtahedi Tehrani,https://en.wikipedia.org/wiki/Ahmad_Mojtahedi_Tehrani,Q5952586,https://www.wikidata.org/wiki/Q5952586,male,religious figure,Iran,Tehran,1923-01-01T00:00:00Z,,
Al-Hurr al-Amili,https://en.wikipedia.org/wiki/Al-Hurr_al-Amili,Q3777119,https://www.wikidata.org/wiki/Q3777119,male,akhoond; poet; theologian,,Machgara,1624-04-25T00:00:00Z,,
Amina Bint al-Majlisi,https://en.wikipedia.org/wiki/Amina_Bint_al-Majlisi,Q5948584,https://www.wikidata.org/wiki/Q5948584,female,mystic,Iran,Isfahan,,,
Mohammad Ali Ale-Hashem,https://en.wikipedia.org/wiki/Mohammad_Ali_Ale-Hashem,Q31069614,https://www.wikidata.org/wiki/Q31069614,male,jurist; politician; ʿālim,Iran; Pahlavi Iran,Tabriz,1962-01-01T00:00:00Z,,
Abdul Hosein Amini,https://en.wikipedia.org/wiki/Abdul_Hosein_Amini,Q402108,https://www.wikidata.org/wiki/Q402108,male,Islamic jurist; encyclopedist,Iran,Tabriz,1902-01-01T00:00:00Z,,
Ebrahim Amini,https://en.wikipedia.org/wiki/Ebrahim_Amini,Q3180917,https://www.wikidata.org/wiki/Q3180917,male,akhoond; politician; theologian,Iran,Najafabad,1925-06-30T00:00:00Z,,
Hashim Larijani,https://en.wikipedia.org/wiki/Hashim_Larijani,Q5678915,https://www.wikidata.org/wiki/Q5678915,male,akhoond; cleric; philosopher; theologian; writer,Iran,Pardameh,1899-01-01T00:00:00Z,,
Murtadha Ansari,https://en.wikipedia.org/wiki/Murtadha_Ansari,Q730317,https://www.wikidata.org/wiki/Q730317,male,cleric,Qajar Iran,Dezful,1800-05-13T00:00:00Z,,
Mohsen Araki,https://en.wikipedia.org/wiki/Mohsen_Araki,Q851196,https://www.wikidata.org/wiki/Q851196,male,theologian; writer,Iran,Najaf,1955-01-01T00:00:00Z,,
Rahim Arbab,https://en.wikipedia.org/wiki/Rahim_Arbab,Q7283402,https://www.wikidata.org/wiki/Q7283402,male,Islamic jurist; akhoond; mystic; theologian,Iran,Chermahin,1875-01-01T00:00:00Z,,
