Name,Wikipedia_Link
Mohammad Va'ez Abaee-Khorasani,https://en.wikipedia.org/wiki/Mohammad_Va%27ez_Abaee-Khorasani
Abbas Ali Akhtari,https://en.wikipedia.org/wiki/Abbas_Ali_Akhtari
Abdol Javad Alamolhoda,https://en.wikipedia.org/wiki/Abdol_Javad_Alamolhoda
Seyed Abolfazl Mousavi Tabrizi,https://en.wikipedia.org/wiki/Seyed_Abolfazl_Mousavi_Tabrizi
Mohammad-Hassan Aboutorabi Fard,https://en.wikipedia.org/wiki/Mohammad-Hassan_Aboutorabi_Fard
Ahmad Mohseni Garakani,https://en.wikipedia.org/wiki/Ahmad_Mohseni_Garakani
Ahmad Mojtahedi Tehrani,https://en.wikipedia.org/wiki/Ahmad_Mojtahedi_Tehrani
Al-Hurr al-Amili,https://en.wikipedia.org/wiki/Al-Hurr_al-Amili
Amina Bint al-Majlisi,https://en.wikipedia.org/wiki/Amina_Bint_al-Majlisi
Mohammad Ali Ale-Hashem,https://en.wikipedia.org/wiki/Mohammad_Ali_Ale-Hashem
Abdul Hosein Amini,https://en.wikipedia.org/wiki/Abdul_Hosein_Amini
Ebrahim Amini,https://en.wikipedia.org/wiki/Ebrahim_Amini
Hashim Larijani,https://en.wikipedia.org/wiki/Hashim_Larijani
Murtadha al-Ansari,https://en.wikipedia.org/wiki/Murtadha_al-Ansari
Mohsen Araki,https://en.wikipedia.org/wiki/Mohsen_Araki
Rahim Arbab,https://en.wikipedia.org/wiki/Rahim_Arbab
Mohammad-Bagher Bagheri,https://en.wikipedia.org/wiki/Mohammad-Bagher_Bagheri
Ahmad Beheshti,https://en.wikipedia.org/wiki/Ahmad_Beheshti
Mohammad Beheshti,https://en.wikipedia.org/wiki/Mohammad_Beheshti
Mostafa Boroujerdi,https://en.wikipedia.org/wiki/Mostafa_Boroujerdi
Mostafa Mohaghegh Damad,https://en.wikipedia.org/wiki/Mostafa_Mohaghegh_Damad
Seyyed Alireza Dana,https://en.wikipedia.org/wiki/Seyyed_Alireza_Dana
Lotfollah Dezhkam,https://en.wikipedia.org/wiki/Lotfollah_Dezhkam
Ghorbanali Dorri-Najafabadi,https://en.wikipedia.org/wiki/Ghorbanali_Dorri-Najafabadi
Mohammed Emami-Kashani,https://en.wikipedia.org/wiki/Mohammed_Emami-Kashani
Mohammad Taghi Falsafi,https://en.wikipedia.org/wiki/Mohammad_Taghi_Falsafi
Mohsen Faqihi,https://en.wikipedia.org/wiki/Mohsen_Faqihi
Abdul Karim Farhani,https://en.wikipedia.org/wiki/Abdul_Karim_Farhani
Mohammad Hadi Ghazanfari Khansari,https://en.wikipedia.org/wiki/Mohammad_Hadi_Ghazanfari_Khansari
Zaynolabideen Ghorbani,https://en.wikipedia.org/wiki/Zaynolabideen_Ghorbani
Mohammad Mohammadi Golpayegani,https://en.wikipedia.org/wiki/Mohammad_Mohammadi_Golpayegani
Mehdi Haeri Yazdi,https://en.wikipedia.org/wiki/Mehdi_Haeri_Yazdi
Kazem al-Haeri,https://en.wikipedia.org/wiki/Kazem_al-Haeri
Abdullah Keyvani Hafeshjani,https://en.wikipedia.org/wiki/Abdullah_Keyvani_Hafeshjani
Mir Ahmad Reza Hajati,https://en.wikipedia.org/wiki/Mir_Ahmad_Reza_Hajati
Mahmoud Hashemi Shahroudi,https://en.wikipedia.org/wiki/Mahmoud_Hashemi_Shahroudi
Hashem Hashemzadeh Herisi,https://en.wikipedia.org/wiki/Hashem_Hashemzadeh_Herisi
Hassan Mortazavi Shahroudi,https://en.wikipedia.org/wiki/Hassan_Mortazavi_Shahroudi
Hassan Shariati Niyasar,https://en.wikipedia.org/wiki/Hassan_Shariati_Niyasar
Hassan Hassanzadeh Amoli,https://en.wikipedia.org/wiki/Hassan_Hassanzadeh_Amoli
Mir Ebrahim Seyyed Hatami,https://en.wikipedia.org/wiki/Mir_Ebrahim_Seyyed_Hatami
Mohsen Heidari Alekasir,https://en.wikipedia.org/wiki/Mohsen_Heidari_Alekasir
Hossein Rasti Kashani,https://en.wikipedia.org/wiki/Hossein_Rasti_Kashani
