Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Maryam Mojtahedzadeh,https://en.wikipedia.org/wiki/Maryam_Mojtahedzadeh,Q16046469,https://www.wikidata.org/wiki/Q16046469,female,politician,Iran,Sari,1957-01-01T00:00:00Z,,
Shahindokht Molaverdi,https://en.wikipedia.org/wiki/Shahindokht_Molaverdi,Q15062987,https://www.wikidata.org/wiki/Q15062987,female,lawyer; politician; writer,Iran,Khoy,1965-10-23T00:00:00Z,,
Mohammad Reza Aref,https://en.wikipedia.org/wiki/Mohammad_Reza_Aref,Q2655534,https://www.wikidata.org/wiki/Q2655534,male,engineer; politician; university teacher,Iran,Yazd,1951-12-19T00:00:00Z,ir_aref,https://x.com/ir_aref
Parviz Davoodi,https://en.wikipedia.org/wiki/Parviz_Davoodi,Q981435,https://www.wikidata.org/wiki/Q981435,male,economist; politician,Iran; Pahlavi Iran,Tehran,1952-02-05T00:00:00Z,,
Hassan Habibi,https://en.wikipedia.org/wiki/Hassan_Habibi,Q4026369,https://www.wikidata.org/wiki/Q4026369,male,civil servant; lawyer; politician,Iran,Tehran,1937-01-29T00:00:00Z,,
Eshaq Jahangiri,https://en.wikipedia.org/wiki/Eshaq_Jahangiri,Q5397780,https://www.wikidata.org/wiki/Q5397780,male,engineer; politician,Iran,Sirjan,1957-01-10T00:00:00Z,,
Esfandiar Rahim Mashaei,https://en.wikipedia.org/wiki/Esfandiar_Rahim_Mashaei,Q1353303,https://www.wikidata.org/wiki/Q1353303,male,engineer; intelligence officer; politician,Iran,Ramsar,1960-11-16T00:00:00Z,,
Mohammad Mokhber,https://en.wikipedia.org/wiki/Mohammad_Mokhber,Q5703610,https://www.wikidata.org/wiki/Q5703610,male,politician,Iran,Dezful,1955-06-26T00:00:00Z,,
Mohammad Reza Rahimi,https://en.wikipedia.org/wiki/Mohammad_Reza_Rahimi,Q475268,https://www.wikidata.org/wiki/Q475268,male,businessperson; entrepreneur; politician,Iran,Serishabad,1949-01-11T00:00:00Z,,
Ruhollah Ahmadzadeh,https://en.wikipedia.org/wiki/Ruhollah_Ahmadzadeh,Q5938060,https://www.wikidata.org/wiki/Q5938060,male,politician,Iran,Mashhad,1956-01-02T00:00:00Z,,
Hamid Baghaei,https://en.wikipedia.org/wiki/Hamid_Baghaei,Q5644575,https://www.wikidata.org/wiki/Q5644575,male,geographer; politician,Iran,Hamadan,1969-04-06T00:00:00Z,,
Mohammad Beheshti Shirazi,https://en.wikipedia.org/wiki/Mohammad_Beheshti_Shirazi,Q5955918,https://www.wikidata.org/wiki/Q5955918,male,architect; artist; essayist; politician,Iran,Tehran,1951-12-01T00:00:00Z,,
Mohammed Sharif Malekzadeh,https://en.wikipedia.org/wiki/Mohammed_Sharif_Malekzadeh,Q6893345,https://www.wikidata.org/wiki/Q6893345,male,adviser; founder; manager; politician,Iran,Zabol,1970-01-01T00:00:00Z,drmalekzadeh2,https://x.com/drmalekzadeh2
Hossein Marashi,https://en.wikipedia.org/wiki/Hossein_Marashi,Q5954519,https://www.wikidata.org/wiki/Q5954519,male,politician,Iran,Rafsanjan,1958-11-17T00:00:00Z,,
Ali Asghar Mounesan,https://en.wikipedia.org/wiki/Ali_Asghar_Mounesan,Q36338926,https://www.wikidata.org/wiki/Q36338926,male,politician,Iran,Tehran,1970-01-01T00:00:00Z,,
Mohammad-Ali Najafi,https://en.wikipedia.org/wiki/Mohammad-Ali_Najafi,Q6891619,https://www.wikidata.org/wiki/Q6891619,male,mathematician; politician,Iran,Tehran,1952-01-13T00:00:00Z,,
Masoud Soltanifar,https://en.wikipedia.org/wiki/Masoud_Soltanifar,Q16047084,https://www.wikidata.org/wiki/Q16047084,male,historian; politician,Iran,Tehran,1959-02-05T00:00:00Z,,
Shina Ansari,https://en.wikipedia.org/wiki/Shina_Ansari,Q129571979,https://www.wikidata.org/wiki/Q129571979,female,politician,,,1972-01-01T00:00:00Z,,
Eskandar Firouz,https://en.wikipedia.org/wiki/Eskandar_Firouz,Q5947674,https://www.wikidata.org/wiki/Q5947674,male,botanist; naturalist,Iran,Shiraz,1926-08-07T00:00:00Z,,
Isa Kalantari,https://en.wikipedia.org/wiki/Isa_Kalantari,Q5893510,https://www.wikidata.org/wiki/Q5893510,male,manager; politician,Iran,Marand,1952-01-01T00:00:00Z,,
Hadi Manafi,https://en.wikipedia.org/wiki/Hadi_Manafi,Q6541007,https://www.wikidata.org/wiki/Q6541007,male,physician; politician,Iran,,1942-01-01T00:00:00Z,,
Mohammad-Javad Mohammadizadeh,https://en.wikipedia.org/wiki/Mohammad-Javad_Mohammadizadeh,Q6891627,https://www.wikidata.org/wiki/Q6891627,male,paleontologist; politician,Iran,Dezful,1951-01-01T00:00:00Z,,
Ali Salajegheh,https://en.wikipedia.org/wiki/Ali_Salajegheh,Q109549146,https://www.wikidata.org/wiki/Q109549146,male,politician,,Rabor,1967-01-01T00:00:00Z,,
Abbas Sami'i,https://en.wikipedia.org/wiki/Abbas_Sami%27i,,,,,,,,,
Hossein Dehghan,https://en.wikipedia.org/wiki/Hossein_Dehghan,Q14514593,https://www.wikidata.org/wiki/Q14514593,male,engineer; military personnel; politician,Iran,Pudeh,1957-03-02T00:00:00Z,hosdehghan,https://x.com/hosdehghan
Mohammad-Ali Shahidi,https://en.wikipedia.org/wiki/Mohammad-Ali_Shahidi,Q6891613,https://www.wikidata.org/wiki/Q6891613,male,politician,Iran,Mahallat,1949-07-09T00:00:00Z,,
Masoud Zaribafan,https://en.wikipedia.org/wiki/Masoud_Zaribafan,Q16047077,https://www.wikidata.org/wiki/Q16047077,male,politician,Iran,Tehran,1957-01-01T00:00:00Z,,
Mohammad Aliabadi,https://en.wikipedia.org/wiki/Mohammad_Aliabadi,Q6891796,https://www.wikidata.org/wiki/Q6891796,male,aerospace engineer; military flight engineer; politician; university teacher,Iran,Arak,1956-12-02T00:00:00Z,,
Hassan Ghafourifard,https://en.wikipedia.org/wiki/Hassan_Ghafourifard,Q5953640,https://www.wikidata.org/wiki/Q5953640,male,politician,Iran,Tehran,1943-08-05T00:00:00Z,,
Mostafa Hashemitaba,https://en.wikipedia.org/wiki/Mostafa_Hashemitaba,Q5902105,https://www.wikidata.org/wiki/Q5902105,male,politician,Iran,Isfahan,1946-05-22T00:00:00Z,,
Mohsen Mehralizadeh,https://en.wikipedia.org/wiki/Mohsen_Mehralizadeh,Q6894429,https://www.wikidata.org/wiki/Q6894429,male,politician,Iran,Maragheh,1956-09-30T00:00:00Z,,
Ali Saeedlou,https://en.wikipedia.org/wiki/Ali_Saeedlou,Q5955508,https://www.wikidata.org/wiki/Q5955508,male,politician,Iran,Tabriz,1952-10-10T00:00:00Z,,
Hossein Shah-Hosseini,https://en.wikipedia.org/wiki/Hossein_Shah-Hosseini,Q5960197,https://www.wikidata.org/wiki/Q5960197,male,political activist; politician,Iran,Tehran,1928-02-20T00:00:00Z,,
Fereydoon Abbasi,https://en.wikipedia.org/wiki/Fereydoon_Abbasi,Q1342153,https://www.wikidata.org/wiki/Q1342153,male,nuclear physicist; physicist; politician; university teacher,Iran; Pahlavi Iran,Abadan,1958-07-11T00:00:00Z,farnazfassihi,https://x.com/farnazfassihi
Gholam Reza Aghazadeh,https://en.wikipedia.org/wiki/Gholam_Reza_Aghazadeh,Q1397212,https://www.wikidata.org/wiki/Q1397212,male,engineer; politician; scientist,Iran,Khoy,1949-03-15T00:00:00Z,,
Mohammad Ahmadian,https://en.wikipedia.org/wiki/Mohammad_Ahmadian,Q6891711,https://www.wikidata.org/wiki/Q6891711,male,,Iran,Tehran,1956-01-01T00:00:00Z,,
Reza Amrollahi,https://en.wikipedia.org/wiki/Reza_Amrollahi,Q2145538,https://www.wikidata.org/wiki/Q2145538,male,nuclear physicist; physicist; politician,Iran,Yazd,1954-11-22T00:00:00Z,,
Mohammad Eslami,https://en.wikipedia.org/wiki/Mohammad_Eslami,Q58902699,https://www.wikidata.org/wiki/Q58902699,male,politician,Iran,Isfahan,1956-09-23T00:00:00Z,,
Akbar Etemad,https://en.wikipedia.org/wiki/Akbar_Etemad,Q5937196,https://www.wikidata.org/wiki/Q5937196,male,nuclear physicist; politician,Iran; Pahlavi Iran,Hamadan,1930-02-03T00:00:00Z,,
Fereydun Sahabi,https://en.wikipedia.org/wiki/Fereydun_Sahabi,Q28974127,https://www.wikidata.org/wiki/Q28974127,male,geologist,,Iran,1937-01-01T00:00:00Z,,
Ali Akbar Salehi,https://en.wikipedia.org/wiki/Ali_Akbar_Salehi,Q283201,https://www.wikidata.org/wiki/Q283201,male,diplomat; physicist; politician; university teacher,Iran,Karbala,1949-03-24T00:00:00Z,,
Mohammad Nahavandian,https://en.wikipedia.org/wiki/Mohammad_Nahavandian,Q5962247,https://www.wikidata.org/wiki/Q5962247,male,economist; politician,Iran,Tehran,1954-02-06T00:00:00Z,Nahavandian_ir,https://x.com/Nahavandian_ir
Mohsen Nourbakhsh,https://en.wikipedia.org/wiki/Mohsen_Nourbakhsh,Q3319157,https://www.wikidata.org/wiki/Q3319157,male,economist; politician,Iran,Isfahan,1948-05-18T00:00:00Z,,
Mohsen Rezaee,https://en.wikipedia.org/wiki/Mohsen_Rezaee,Q545979,https://www.wikidata.org/wiki/Q545979,male,military leader; politician,Iran,Masjed Soleiman,1954-09-01T00:00:00Z,,
Mohammad Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Mohammad_Hashemi_Rafsanjani,Q6892004,https://www.wikidata.org/wiki/Q6892004,male,politician,Iran,Bahreman,1942-08-29T00:00:00Z,,
Hamid Mirzadeh,https://en.wikipedia.org/wiki/Hamid_Mirzadeh,Q14923869,https://www.wikidata.org/wiki/Q14923869,male,academic; politician; teacher,Iran,Sirjan,1950-11-29T00:00:00Z,,
Mohammad Shariatmadari,https://en.wikipedia.org/wiki/Mohammad_Shariatmadari,Q6892441,https://www.wikidata.org/wiki/Q6892441,male,engineer; politician,Iran,Tehran,1960-07-24T00:00:00Z,,
Majid Ansari,https://en.wikipedia.org/wiki/Majid_Ansari,Q6737622,https://www.wikidata.org/wiki/Q6737622,male,politician,Iran,Kerman,1950-01-01T00:00:00Z,,
Mohammad-Ali Abtahi,https://en.wikipedia.org/wiki/Mohammad-Ali_Abtahi,Q443298,https://www.wikidata.org/wiki/Q443298,male,blogger; politician; theologian,Iran,Mashhad,1958-09-29T00:00:00Z,,
Ata'ollah Mohajerani,https://en.wikipedia.org/wiki/Ata%27ollah_Mohajerani,,,,,,,,,
Abdolvahed Mousavi Lari,https://en.wikipedia.org/wiki/Abdolvahed_Mousavi_Lari,Q4665113,https://www.wikidata.org/wiki/Q4665113,male,politician; religious figure,Iran,Mohr,1954-01-01T00:00:00Z,,
Hossein-Ali Amiri,https://en.wikipedia.org/wiki/Hossein-Ali_Amiri,Q16051314,https://www.wikidata.org/wiki/Q16051314,male,politician,Iran,Sonqor,1966-01-01T00:00:00Z,,
Lotfollah Forouzandeh,https://en.wikipedia.org/wiki/Lotfollah_Forouzandeh,Q5945497,https://www.wikidata.org/wiki/Q5945497,male,politician,Iran,Shahr-e Kord,1961-01-01T00:00:00Z,,
Mohammad Reza Mirtajodini,https://en.wikipedia.org/wiki/Mohammad_Reza_Mirtajodini,Q5920325,https://www.wikidata.org/wiki/Q5920325,male,politician,Iran,Tabriz,1960-12-30T00:00:00Z,,
