Name,Wikipedia_Link
Vice presidents of Iran,https://en.wikipedia.org/wiki/Vice_presidents_of_Iran
Farzaneh Ansari,https://en.wikipedia.org/wiki/Farzaneh_Ansari
Mehrdad Bazrpash,https://en.wikipedia.org/wiki/Mehrdad_Bazrpash
Ruhollah Dehghani Firouzabadi,https://en.wikipedia.org/wiki/Ruhollah_Dehghani_Firouzabadi
Abdolkarim Hosseinzadeh,https://en.wikipedia.org/wiki/Abdolkarim_Hosseinzadeh
Meysam Latifi,https://en.wikipedia.org/wiki/Meysam_Latifi
Mohammad Mirmohammadi,https://en.wikipedia.org/wiki/Mohammad_Mirmohammadi
Mohammad Ja'far Ghaempanah,https://en.wikipedia.org/wiki/Mohammad_Ja%27far_Ghaempanah
Mohammad Bagher Nobakht,https://en.wikipedia.org/wiki/Mohammad_Bagher_Nobakht
Abdollah Nouri,https://en.wikipedia.org/wiki/Abdollah_Nouri
Aladdin Rafizadeh,https://en.wikipedia.org/wiki/Aladdin_Rafizadeh
Mansour Razavi,https://en.wikipedia.org/wiki/Mansour_Razavi
Masoud Roghani Zanjani,https://en.wikipedia.org/wiki/Masoud_Roghani_Zanjani
Sorena Sattari,https://en.wikipedia.org/wiki/Sorena_Sattari
Mohammad Sattarifar,https://en.wikipedia.org/wiki/Mohammad_Sattarifar
Nasrin Soltankhah,https://en.wikipedia.org/wiki/Nasrin_Soltankhah
Sadegh Vaez-Zadeh,https://en.wikipedia.org/wiki/Sadegh_Vaez-Zadeh
Vice Presidency for Women and Family Affairs,https://en.wikipedia.org/wiki/Vice_Presidency_for_Women_and_Family_Affairs
Vice President of Iran for Economic Affairs,https://en.wikipedia.org/wiki/Vice_President_of_Iran_for_Economic_Affairs
Vice President of Iran for Executive Affairs,https://en.wikipedia.org/wiki/Vice_President_of_Iran_for_Executive_Affairs
Zahra Ahmadipour,https://en.wikipedia.org/wiki/Zahra_Ahmadipour
Elham Aminzadeh,https://en.wikipedia.org/wiki/Elham_Aminzadeh
Fatemeh Bodaghi,https://en.wikipedia.org/wiki/Fatemeh_Bodaghi
Masoumeh Ebtekar,https://en.wikipedia.org/wiki/Masoumeh_Ebtekar
Fatemeh Javadi,https://en.wikipedia.org/wiki/Fatemeh_Javadi
Laya Joneydi,https://en.wikipedia.org/wiki/Laya_Joneydi
Maryam Mojtahedzadeh,https://en.wikipedia.org/wiki/Maryam_Mojtahedzadeh
Shahindokht Molaverdi,https://en.wikipedia.org/wiki/Shahindokht_Molaverdi
Mohammad Reza Aref,https://en.wikipedia.org/wiki/Mohammad_Reza_Aref
Parviz Davoodi,https://en.wikipedia.org/wiki/Parviz_Davoodi
Hassan Habibi,https://en.wikipedia.org/wiki/Hassan_Habibi
Eshaq Jahangiri,https://en.wikipedia.org/wiki/Eshaq_Jahangiri
Esfandiar Rahim Mashaei,https://en.wikipedia.org/wiki/Esfandiar_Rahim_Mashaei
Mohammad Mokhber,https://en.wikipedia.org/wiki/Mohammad_Mokhber
Mohammad Reza Rahimi,https://en.wikipedia.org/wiki/Mohammad_Reza_Rahimi
Ruhollah Ahmadzadeh,https://en.wikipedia.org/wiki/Ruhollah_Ahmadzadeh
Hamid Baghaei,https://en.wikipedia.org/wiki/Hamid_Baghaei
Mohammad Beheshti Shirazi,https://en.wikipedia.org/wiki/Mohammad_Beheshti_Shirazi
Mohammed Sharif Malekzadeh,https://en.wikipedia.org/wiki/Mohammed_Sharif_Malekzadeh
Hossein Marashi,https://en.wikipedia.org/wiki/Hossein_Marashi
Ali Asghar Mounesan,https://en.wikipedia.org/wiki/Ali_Asghar_Mounesan
Mohammad-Ali Najafi,https://en.wikipedia.org/wiki/Mohammad-Ali_Najafi
Masoud Soltanifar,https://en.wikipedia.org/wiki/Masoud_Soltanifar
Shina Ansari,https://en.wikipedia.org/wiki/Shina_Ansari
Eskandar Firouz,https://en.wikipedia.org/wiki/Eskandar_Firouz
Isa Kalantari,https://en.wikipedia.org/wiki/Isa_Kalantari
Hadi Manafi,https://en.wikipedia.org/wiki/Hadi_Manafi
Mohammad-Javad Mohammadizadeh,https://en.wikipedia.org/wiki/Mohammad-Javad_Mohammadizadeh
Ali Salajegheh,https://en.wikipedia.org/wiki/Ali_Salajegheh
Abbas Sami'i,https://en.wikipedia.org/wiki/Abbas_Sami%27i
Hossein Dehghan,https://en.wikipedia.org/wiki/Hossein_Dehghan
Mohammad-Ali Shahidi,https://en.wikipedia.org/wiki/Mohammad-Ali_Shahidi
Masoud Zaribafan,https://en.wikipedia.org/wiki/Masoud_Zaribafan
Mohammad Aliabadi,https://en.wikipedia.org/wiki/Mohammad_Aliabadi
Hassan Ghafourifard,https://en.wikipedia.org/wiki/Hassan_Ghafourifard
Mostafa Hashemitaba,https://en.wikipedia.org/wiki/Mostafa_Hashemitaba
Mohsen Mehralizadeh,https://en.wikipedia.org/wiki/Mohsen_Mehralizadeh
Ali Saeedlou,https://en.wikipedia.org/wiki/Ali_Saeedlou
Hossein Shah-Hosseini,https://en.wikipedia.org/wiki/Hossein_Shah-Hosseini
Fereydoon Abbasi,https://en.wikipedia.org/wiki/Fereydoon_Abbasi
Gholam Reza Aghazadeh,https://en.wikipedia.org/wiki/Gholam_Reza_Aghazadeh
Mohammad Ahmadian,https://en.wikipedia.org/wiki/Mohammad_Ahmadian
Reza Amrollahi,https://en.wikipedia.org/wiki/Reza_Amrollahi
Mohammad Eslami,https://en.wikipedia.org/wiki/Mohammad_Eslami
Akbar Etemad,https://en.wikipedia.org/wiki/Akbar_Etemad
Fereydun Sahabi,https://en.wikipedia.org/wiki/Fereydun_Sahabi
Ali Akbar Salehi,https://en.wikipedia.org/wiki/Ali_Akbar_Salehi
Mohammad Nahavandian,https://en.wikipedia.org/wiki/Mohammad_Nahavandian
Mohsen Nourbakhsh,https://en.wikipedia.org/wiki/Mohsen_Nourbakhsh
Mohsen Rezaee,https://en.wikipedia.org/wiki/Mohsen_Rezaee
Mohammad Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Mohammad_Hashemi_Rafsanjani
Hamid Mirzadeh,https://en.wikipedia.org/wiki/Hamid_Mirzadeh
Mohammad Shariatmadari,https://en.wikipedia.org/wiki/Mohammad_Shariatmadari
Majid Ansari,https://en.wikipedia.org/wiki/Majid_Ansari
Mohammad-Ali Abtahi,https://en.wikipedia.org/wiki/Mohammad-Ali_Abtahi
Ata'ollah Mohajerani,https://en.wikipedia.org/wiki/Ata%27ollah_Mohajerani
Abdolvahed Mousavi Lari,https://en.wikipedia.org/wiki/Abdolvahed_Mousavi_Lari
Hossein-Ali Amiri,https://en.wikipedia.org/wiki/Hossein-Ali_Amiri
Lotfollah Forouzandeh,https://en.wikipedia.org/wiki/Lotfollah_Forouzandeh
Mohammad Reza Mirtajodini,https://en.wikipedia.org/wiki/Mohammad_Reza_Mirtajodini
