Name,Wikipedia_Link,wikidata_qid,wikidata_url
Vice presidents of Iran,https://en.wikipedia.org/wiki/Vice_presidents_of_Iran,Q2660216,https://www.wikidata.org/wiki/Q2660216
Farzaneh Ansari,https://en.wikipedia.org/wiki/Farzaneh_Ansari,Q131532179,https://www.wikidata.org/wiki/Q131532179
Mehrdad Bazrpash,https://en.wikipedia.org/wiki/Mehrdad_Bazrpash,Q5958806,https://www.wikidata.org/wiki/Q5958806
Ruhollah Dehghani Firouzabadi,https://en.wikipedia.org/wiki/Ruhollah_Dehghani_Firouzabadi,Q115216638,https://www.wikidata.org/wiki/Q115216638
Abdolkarim Hosseinzadeh,https://en.wikipedia.org/wiki/Abdolkarim_Hosseinzadeh,Q16051423,https://www.wikidata.org/wiki/Q16051423
Meysam Latifi,https://en.wikipedia.org/wiki/Meysam_Latifi,Q109559730,https://www.wikidata.org/wiki/Q109559730
Mohammad Mirmohammadi,https://en.wikipedia.org/wiki/Mohammad_Mirmohammadi,Q16052285,https://www.wikidata.org/wiki/Q16052285
Mohammad Ja'far Ghaempanah,https://en.wikipedia.org/wiki/Mohammad_Ja%27far_Ghaempanah,,
Mohammad Bagher Nobakht,https://en.wikipedia.org/wiki/Mohammad_Bagher_Nobakht,Q5766008,https://www.wikidata.org/wiki/Q5766008
Abdollah Nouri,https://en.wikipedia.org/wiki/Abdollah_Nouri,Q2821332,https://www.wikidata.org/wiki/Q2821332
Aladdin Rafizadeh,https://en.wikipedia.org/wiki/Aladdin_Rafizadeh,Q130744827,https://www.wikidata.org/wiki/Q130744827
Mansour Razavi,https://en.wikipedia.org/wiki/Mansour_Razavi,Q25424438,https://www.wikidata.org/wiki/Q25424438
Masoud Roghani Zanjani,https://en.wikipedia.org/wiki/Masoud_Roghani_Zanjani,Q5678272,https://www.wikidata.org/wiki/Q5678272
Sorena Sattari,https://en.wikipedia.org/wiki/Sorena_Sattari,Q16051415,https://www.wikidata.org/wiki/Q16051415
Mohammad Sattarifar,https://en.wikipedia.org/wiki/Mohammad_Sattarifar,Q6892402,https://www.wikidata.org/wiki/Q6892402
Nasrin Soltankhah,https://en.wikipedia.org/wiki/Nasrin_Soltankhah,Q3878132,https://www.wikidata.org/wiki/Q3878132
Sadegh Vaez-Zadeh,https://en.wikipedia.org/wiki/Sadegh_Vaez-Zadeh,Q5950148,https://www.wikidata.org/wiki/Q5950148
Vice Presidency for Women and Family Affairs,https://en.wikipedia.org/wiki/Vice_Presidency_for_Women_and_Family_Affairs,Q16047552,https://www.wikidata.org/wiki/Q16047552
Vice President of Iran for Economic Affairs,https://en.wikipedia.org/wiki/Vice_President_of_Iran_for_Economic_Affairs,Q108872199,https://www.wikidata.org/wiki/Q108872199
Vice President of Iran for Executive Affairs,https://en.wikipedia.org/wiki/Vice_President_of_Iran_for_Executive_Affairs,Q108872213,https://www.wikidata.org/wiki/Q108872213
Zahra Ahmadipour,https://en.wikipedia.org/wiki/Zahra_Ahmadipour,Q27736683,https://www.wikidata.org/wiki/Q27736683
Elham Aminzadeh,https://en.wikipedia.org/wiki/Elham_Aminzadeh,Q14565990,https://www.wikidata.org/wiki/Q14565990
Fatemeh Bodaghi,https://en.wikipedia.org/wiki/Fatemeh_Bodaghi,Q35489199,https://www.wikidata.org/wiki/Q35489199
Masoumeh Ebtekar,https://en.wikipedia.org/wiki/Masoumeh_Ebtekar,Q738196,https://www.wikidata.org/wiki/Q738196
Fatemeh Javadi,https://en.wikipedia.org/wiki/Fatemeh_Javadi,Q5437448,https://www.wikidata.org/wiki/Q5437448
Laya Joneydi,https://en.wikipedia.org/wiki/Laya_Joneydi,Q35664931,https://www.wikidata.org/wiki/Q35664931
Maryam Mojtahedzadeh,https://en.wikipedia.org/wiki/Maryam_Mojtahedzadeh,Q16046469,https://www.wikidata.org/wiki/Q16046469
Shahindokht Molaverdi,https://en.wikipedia.org/wiki/Shahindokht_Molaverdi,Q15062987,https://www.wikidata.org/wiki/Q15062987
Mohammad Reza Aref,https://en.wikipedia.org/wiki/Mohammad_Reza_Aref,Q2655534,https://www.wikidata.org/wiki/Q2655534
Parviz Davoodi,https://en.wikipedia.org/wiki/Parviz_Davoodi,Q981435,https://www.wikidata.org/wiki/Q981435
Hassan Habibi,https://en.wikipedia.org/wiki/Hassan_Habibi,Q4026369,https://www.wikidata.org/wiki/Q4026369
Eshaq Jahangiri,https://en.wikipedia.org/wiki/Eshaq_Jahangiri,Q5397780,https://www.wikidata.org/wiki/Q5397780
Esfandiar Rahim Mashaei,https://en.wikipedia.org/wiki/Esfandiar_Rahim_Mashaei,Q1353303,https://www.wikidata.org/wiki/Q1353303
Mohammad Mokhber,https://en.wikipedia.org/wiki/Mohammad_Mokhber,Q5703610,https://www.wikidata.org/wiki/Q5703610
Mohammad Reza Rahimi,https://en.wikipedia.org/wiki/Mohammad_Reza_Rahimi,Q475268,https://www.wikidata.org/wiki/Q475268
Ruhollah Ahmadzadeh,https://en.wikipedia.org/wiki/Ruhollah_Ahmadzadeh,Q5938060,https://www.wikidata.org/wiki/Q5938060
Hamid Baghaei,https://en.wikipedia.org/wiki/Hamid_Baghaei,Q5644575,https://www.wikidata.org/wiki/Q5644575
Mohammad Beheshti Shirazi,https://en.wikipedia.org/wiki/Mohammad_Beheshti_Shirazi,Q5955918,https://www.wikidata.org/wiki/Q5955918
Mohammed Sharif Malekzadeh,https://en.wikipedia.org/wiki/Mohammed_Sharif_Malekzadeh,Q6893345,https://www.wikidata.org/wiki/Q6893345
Hossein Marashi,https://en.wikipedia.org/wiki/Hossein_Marashi,Q5954519,https://www.wikidata.org/wiki/Q5954519
Ali Asghar Mounesan,https://en.wikipedia.org/wiki/Ali_Asghar_Mounesan,Q36338926,https://www.wikidata.org/wiki/Q36338926
Mohammad-Ali Najafi,https://en.wikipedia.org/wiki/Mohammad-Ali_Najafi,Q6891619,https://www.wikidata.org/wiki/Q6891619
Masoud Soltanifar,https://en.wikipedia.org/wiki/Masoud_Soltanifar,Q16047084,https://www.wikidata.org/wiki/Q16047084
Shina Ansari,https://en.wikipedia.org/wiki/Shina_Ansari,Q129571979,https://www.wikidata.org/wiki/Q129571979
