Name,Wikipedia_Link,wikidata_qid,wikidata_url
Hamzeh Ali Pahlevanpour,https://en.wikipedia.org/wiki/Hamzeh_Ali_Pahlevanpour,Q131841388,https://www.wikidata.org/wiki/Q131841388
Mohammad Arzandeh,https://en.wikipedia.org/wiki/Mohammad_Arzandeh,Q3318919,https://www.wikidata.org/wiki/Q3318919
Rouhollah Askari,https://en.wikipedia.org/wiki/Rouhollah_Askari,Q7370928,https://www.wikidata.org/wiki/Q7370928
Nasser Babapour,https://en.wikipedia.org/wiki/Nasser_Babapour,Q29963919,https://www.wikidata.org/wiki/Q29963919
Ali Baghbanbashi,https://en.wikipedia.org/wiki/Ali_Baghbanbashi,Q4724704,https://www.wikidata.org/wiki/Q4724704
Nazli Bayat Makoo,https://en.wikipedia.org/wiki/Nazli_Bayat_Makoo,Q47002890,https://www.wikidata.org/wiki/Q47002890
Ayoub Bodaghi,https://en.wikipedia.org/wiki/Ayoub_Bodaghi,Q6474925,https://www.wikidata.org/wiki/Q6474925
Reza Entezari,https://en.wikipedia.org/wiki/Reza_Entezari,Q31202722,https://www.wikidata.org/wiki/Q31202722
Najmeddin Farabi,https://en.wikipedia.org/wiki/Najmeddin_Farabi,Q25424252,https://www.wikidata.org/wiki/Q25424252
Farzaneh Fasihi,https://en.wikipedia.org/wiki/Farzaneh_Fasihi,Q48913840,https://www.wikidata.org/wiki/Q48913840
Juliet Geverkof,https://en.wikipedia.org/wiki/Juliet_Geverkof,Q25423742,https://www.wikidata.org/wiki/Q25423742
Hossein Ghafourizadeh,https://en.wikipedia.org/wiki/Hossein_Ghafourizadeh,Q34225501,https://www.wikidata.org/wiki/Q34225501
Pezhman Ghalehnoei,https://en.wikipedia.org/wiki/Pezhman_Ghalehnoei,Q26217983,https://www.wikidata.org/wiki/Q26217983
Reza Ghasemi,https://en.wikipedia.org/wiki/Reza_Ghasemi,Q3371012,https://www.wikidata.org/wiki/Q3371012
Teymour Ghiasi,https://en.wikipedia.org/wiki/Teymour_Ghiasi,Q7708567,https://www.wikidata.org/wiki/Q7708567
Ehsan Haddadi,https://en.wikipedia.org/wiki/Ehsan_Haddadi,Q1771,https://www.wikidata.org/wiki/Q1771
Salman Hesam,https://en.wikipedia.org/wiki/Salman_Hesam,Q47309509,https://www.wikidata.org/wiki/Q47309509
Mehdi Jelodarzadeh,https://en.wikipedia.org/wiki/Mehdi_Jelodarzadeh,Q16210107,https://www.wikidata.org/wiki/Q16210107
Jalal Keshmiri,https://en.wikipedia.org/wiki/Jalal_Keshmiri,Q6125886,https://www.wikidata.org/wiki/Q6125886
Ehsan Mohajer Shojaei,https://en.wikipedia.org/wiki/Ehsan_Mohajer_Shojaei,Q5348656,https://www.wikidata.org/wiki/Q5348656
Sajjad Moradi,https://en.wikipedia.org/wiki/Sajjad_Moradi,Q762557,https://www.wikidata.org/wiki/Q762557
Kaveh Mousavi,https://en.wikipedia.org/wiki/Kaveh_Mousavi,Q10877227,https://www.wikidata.org/wiki/Q10877227
Farhad Navab,https://en.wikipedia.org/wiki/Farhad_Navab,Q31271505,https://www.wikidata.org/wiki/Q31271505
Amin Nikfar,https://en.wikipedia.org/wiki/Amin_Nikfar,Q372656,https://www.wikidata.org/wiki/Q372656
Hossein Rabbi,https://en.wikipedia.org/wiki/Hossein_Rabbi,Q16117377,https://www.wikidata.org/wiki/Q16117377
Ebrahim Rahimian,https://en.wikipedia.org/wiki/Ebrahim_Rahimian,Q5331985,https://www.wikidata.org/wiki/Q5331985
Rouhollah Rahmani,https://en.wikipedia.org/wiki/Rouhollah_Rahmani,Q46625335,https://www.wikidata.org/wiki/Q46625335
Leila Rajabi,https://en.wikipedia.org/wiki/Leila_Rajabi,Q6519900,https://www.wikidata.org/wiki/Q6519900
Simin Safamehr,https://en.wikipedia.org/wiki/Simin_Safamehr,Q30940295,https://www.wikidata.org/wiki/Q30940295
Hamid Sajjadi,https://en.wikipedia.org/wiki/Hamid_Sajjadi,Q5644648,https://www.wikidata.org/wiki/Q5644648
Abbas Samimi,https://en.wikipedia.org/wiki/Abbas_Samimi,Q305927,https://www.wikidata.org/wiki/Q305927
Mahmoud Samimi,https://en.wikipedia.org/wiki/Mahmoud_Samimi,Q8214322,https://www.wikidata.org/wiki/Q8214322
