iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,features_count,balanced,accuracy,precision,recall,F1,AUC
3,person_vs_organization,3,88,191,21,21,LOOCV,300,DecisionTree,TFIDF_full_name,200,False,0.6566666666666666,0.6258058608058609,0.6566666666666666,0.5567057179265836,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,DecisionTree,TFIDF_full_name,200,True,0.365079365079365,0.3388888888888889,0.365079365079365,0.228395061728395,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,DecisionTree,TFIDF_full_name,200,False,0.7060931899641577,0.7056603773584905,0.9790575916230366,0.8201754385964912,0.1935982865302237
3,person_vs_organization,2,88,88,0,88,LOOCV,176,DecisionTree,TFIDF_full_name,200,True,0.5625,0.5337423312883436,0.9886363636363636,0.6932270916334662,0.1721978305785123
3,person_vs_organization,3,88,191,21,21,KFold,5,RandomForest,TFIDF_full_name,200,False,0.6666666666666666,0.6674734208880551,0.6666666666666666,0.5673671927862243,
3,person_vs_organization,3,21,21,21,21,KFold,5,RandomForest,TFIDF_full_name,200,True,0.365079365079365,0.3408662900188324,0.365079365079365,0.2305555555555555,
3,person_vs_organization,2,88,191,0,88,KFold,5,RandomForest,TFIDF_full_name,200,False,0.7168458781362007,0.7105263157894737,0.9895287958115184,0.8271334792122538,0.6021834840552118
3,person_vs_organization,2,88,88,0,88,KFold,5,RandomForest,TFIDF_full_name,200,True,0.5795454545454546,0.5443037974683544,0.9772727272727272,0.6991869918699187,0.5916193181818182
3,person_vs_organization,3,88,191,21,21,LOOCV,300,RandomForest,TFIDF_full_name,200,False,0.6566666666666666,0.6356018518518518,0.6566666666666666,0.5525633959638135,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,RandomForest,TFIDF_full_name,200,True,0.3968253968253968,0.3894736842105263,0.3968253968253968,0.282051282051282,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,RandomForest,TFIDF_full_name,200,False,0.7132616487455197,0.7078651685393258,0.9895287958115184,0.8253275109170306,0.2941456449309853
3,person_vs_organization,2,88,88,0,88,LOOCV,176,RandomForest,TFIDF_full_name,200,True,0.5795454545454546,0.5443037974683544,0.9772727272727272,0.6991869918699187,0.2481921487603306
3,person_vs_organization,3,88,191,21,21,KFold,5,SVM,TFIDF_full_name,200,False,0.65,0.7041554054054053,0.65,0.5249049192036425,
3,person_vs_organization,3,21,21,21,21,KFold,5,SVM,TFIDF_full_name,200,True,0.3333333333333333,0.5511111111111111,0.3333333333333333,0.2613458528951487,
3,person_vs_organization,2,88,191,0,88,KFold,5,SVM,TFIDF_full_name,200,False,0.6989247311827957,0.6945454545454546,1.0,0.8197424892703863,0.5931996668253213
3,person_vs_organization,2,88,88,0,88,KFold,5,SVM,TFIDF_full_name,200,True,0.5795454545454546,0.54375,0.9886363636363636,0.7016129032258065,0.5805139462809917
3,person_vs_organization,3,88,191,21,21,LOOCV,300,SVM,TFIDF_full_name,200,False,0.65,0.7041554054054053,0.65,0.5249049192036425,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,SVM,TFIDF_full_name,200,True,0.0,0.0,0.0,0.0,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,SVM,TFIDF_full_name,200,False,0.6989247311827957,0.6945454545454546,1.0,0.8197424892703863,0.5878153260352215
3,person_vs_organization,2,88,88,0,88,LOOCV,176,SVM,TFIDF_full_name,200,True,0.5681818181818182,0.5375,0.9772727272727272,0.6935483870967742,0.2206869834710744
3,person_vs_organization,3,88,191,21,21,KFold,5,XGBoost,TFIDF_full_name,200,False,0.6533333333333333,0.6416533027873235,0.6533333333333333,0.5416313755685788,
3,person_vs_organization,3,21,21,21,21,KFold,5,XGBoost,TFIDF_full_name,200,True,0.3174603174603174,0.2092307692307692,0.3174603174603174,0.2286661143330571,
3,person_vs_organization,2,88,191,0,88,KFold,5,XGBoost,TFIDF_full_name,200,False,0.6953405017921147,0.6948529411764706,0.9895287958115184,0.816414686825054,0.512434554973822
3,person_vs_organization,2,88,88,0,88,KFold,5,XGBoost,TFIDF_full_name,200,True,0.5056818181818182,0.5035971223021583,0.7954545454545454,0.6167400881057269,0.5136880165289257
3,person_vs_organization,3,88,191,21,21,LOOCV,300,XGBoost,TFIDF_full_name,200,False,0.6566666666666666,0.6495977011494253,0.6566666666666666,0.5482237967952254,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,XGBoost,TFIDF_full_name,200,True,0.0,0.0,0.0,0.0,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,XGBoost,TFIDF_full_name,200,False,0.6953405017921147,0.6948529411764706,0.9895287958115184,0.816414686825054,0.1012018086625416
3,person_vs_organization,2,88,88,0,88,LOOCV,176,XGBoost,TFIDF_full_name,200,True,0.5340909090909091,0.5176470588235295,1.0,0.6821705426356589,0.1601239669421487
3,person_vs_organization,3,88,191,21,21,KFold,5,AdaBoost,TFIDF_full_name,200,False,0.6633333333333333,0.6622569444444445,0.6633333333333333,0.5610883785664579,
3,person_vs_organization,3,21,21,21,21,KFold,5,AdaBoost,TFIDF_full_name,200,True,0.3492063492063492,0.4382615020912893,0.3492063492063492,0.2908496732026144,
3,person_vs_organization,2,88,191,0,88,KFold,5,AdaBoost,TFIDF_full_name,200,False,0.7060931899641577,0.7026022304832714,0.9895287958115184,0.8217391304347826,0.5721680152308425
3,person_vs_organization,2,88,88,0,88,KFold,5,AdaBoost,TFIDF_full_name,200,True,0.5681818181818182,0.5370370370370371,0.9886363636363636,0.696,0.5546229338842975
3,person_vs_organization,3,88,191,21,21,LOOCV,300,AdaBoost,TFIDF_full_name,200,False,0.66,0.6426909675690163,0.66,0.5588947346617507,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,AdaBoost,TFIDF_full_name,200,True,0.3809523809523809,0.3706896551724138,0.3809523809523809,0.2572151898734177,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,AdaBoost,TFIDF_full_name,200,False,0.6989247311827957,0.6988847583643123,0.9842931937172776,0.8173913043478261,0.1777724892908138
3,person_vs_organization,2,88,88,0,88,LOOCV,176,AdaBoost,TFIDF_full_name,200,True,0.5511363636363636,0.5272727272727272,0.9886363636363636,0.6877470355731226,0.1473398760330578
3,person_vs_organization,3,88,191,21,21,KFold,5,LogReg,TFIDF_description+username,317,False,0.6766666666666666,0.6953413253413254,0.6766666666666666,0.5819690056316027,
3,person_vs_organization,3,21,21,21,21,KFold,5,LogReg,TFIDF_description+username,317,True,0.4603174603174603,0.4606060606060606,0.4603174603174603,0.368118572292801,
3,person_vs_organization,2,88,191,0,88,KFold,5,LogReg,TFIDF_description+username,317,False,0.7204301075268817,0.7100371747211895,1.0,0.8304347826086956,0.6867860542598763
3,person_vs_organization,2,88,88,0,88,KFold,5,LogReg,TFIDF_description+username,317,True,0.6477272727272727,0.6015625,0.875,0.7129629629629629,0.653279958677686
3,person_vs_organization,3,88,191,21,21,LOOCV,300,LogReg,TFIDF_description+username,317,False,0.6866666666666666,0.6906767809202722,0.6866666666666666,0.6030816040973652,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,LogReg,TFIDF_description+username,317,True,0.4444444444444444,0.419753086419753,0.4444444444444444,0.3555555555555555,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,LogReg,TFIDF_description+username,317,False,0.7240143369175627,0.7126865671641791,1.0,0.8322440087145969,0.4907782008567348
3,person_vs_organization,2,88,88,0,88,LOOCV,176,LogReg,TFIDF_description+username,317,True,0.6363636363636364,0.5923076923076923,0.875,0.7064220183486238,0.4935433884297521
3,person_vs_organization,3,88,191,21,21,KFold,5,DecisionTree,TFIDF_description+username,317,False,0.6733333333333333,0.6331963098629765,0.6733333333333333,0.599125812093953,
3,person_vs_organization,3,21,21,21,21,KFold,5,DecisionTree,TFIDF_description+username,317,True,0.3333333333333333,0.2759562841530054,0.3333333333333333,0.1915871332626369,
3,person_vs_organization,2,88,191,0,88,KFold,5,DecisionTree,TFIDF_description+username,317,False,0.7060931899641577,0.7137254901960784,0.9528795811518324,0.8161434977578476,0.5509281294621609
3,person_vs_organization,2,88,88,0,88,KFold,5,DecisionTree,TFIDF_description+username,317,True,0.5568181818181818,0.5324675324675324,0.9318181818181818,0.6776859504132231,0.5231146694214877
3,person_vs_organization,3,88,191,21,21,LOOCV,300,DecisionTree,TFIDF_description+username,317,False,0.65,0.5851747014595312,0.65,0.5817526993578936,
3,person_vs_organization,3,21,21,21,21,LOOCV,63,DecisionTree,TFIDF_description+username,317,True,0.3492063492063492,0.3333333333333333,0.3492063492063492,0.2201646090534979,
3,person_vs_organization,2,88,191,0,88,LOOCV,279,DecisionTree,TFIDF_description+username,317,False,0.7132616487455197,0.7211155378486056,0.9476439790575916,0.8190045248868778,0.4349416944312232
