,,,,,,,,accuracy,accuracy,F1,F1,AUC,AUC
,,,,,,,,mean,std,mean,std,mean,std
iteration,data_version,target_column,algorithm,feature_set,training_type,balanced,#classes,,,,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username,LOOCV,True,2,0.15,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username,LOOCV,True,3,0.03333333333333333,,0.024691358024691357,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.531578947368421,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,KFold,True,2,0.5,,0.6666666666666666,,0.46,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,KFold,True,3,0.3,,0.15384615384615385,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.1526315789473684,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,LOOCV,True,2,0.5,,0.6666666666666666,,0.025,
2,iteration_2_merged,locals_vs_diaspora,RandomForest,TFIDF_username+full_name,LOOCV,True,3,0.3,,0.15384615384615385,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,KFold,False,2,0.7586206896551724,,0.8292682926829268,,0.8578947368421052,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,KFold,False,3,0.5116279069767442,,0.40740740740740744,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,KFold,True,2,0.85,,0.8695652173913043,,0.9099999999999999,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,KFold,True,3,0.5333333333333333,,0.4857399910031489,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,LOOCV,False,2,0.7241379310344828,,0.8095238095238095,,0.8526315789473684,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,LOOCV,False,3,0.4883720930232558,,0.3825892301952494,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,LOOCV,True,2,0.8,,0.8181818181818182,,0.9100000000000001,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_bio_len,LOOCV,True,3,0.36666666666666664,,0.33903133903133903,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.5842105263157895,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,KFold,True,2,0.55,,0.6896551724137931,,0.76,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,KFold,True,3,0.4,,0.29707329707329705,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.6631578947368422,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_followers,LOOCV,True,3,0.0,,0.0,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.43421052631578944,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,KFold,True,2,0.6,,0.7142857142857143,,0.615,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,KFold,True,3,0.43333333333333335,,0.34835534835534837,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,LOOCV,False,2,0.6206896551724138,,0.7659574468085106,,0.7526315789473683,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,LOOCV,False,3,0.4186046511627907,,0.260770110560427,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,LOOCV,True,2,0.6,,0.7142857142857143,,0.56,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_following,LOOCV,True,3,0.26666666666666666,,0.15238095238095237,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,KFold,False,2,0.6896551724137931,,0.8085106382978723,,0.6736842105263158,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,KFold,False,3,0.46511627906976744,,0.31754063702214674,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,KFold,True,2,0.55,,0.6896551724137931,,0.74,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,KFold,True,3,0.4,,0.2987012987012987,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,LOOCV,False,2,0.6896551724137931,,0.8085106382978723,,0.6947368421052631,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,LOOCV,False,3,0.46511627906976744,,0.31754063702214674,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,LOOCV,True,2,0.55,,0.6896551724137931,,0.19999999999999996,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_ratio,LOOCV,True,3,0.03333333333333333,,0.060606060606060615,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.5052631578947367,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,KFold,True,2,0.55,,0.64,,0.5800000000000001,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,KFold,True,3,0.43333333333333335,,0.32380952380952377,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,LOOCV,False,2,0.6206896551724138,,0.7659574468085106,,0.21578947368421048,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,LOOCV,False,3,0.4186046511627907,,0.260770110560427,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,LOOCV,True,2,0.55,,0.64,,0.5,
2,iteration_2_merged,locals_vs_diaspora,SVM,NUM_statuses,LOOCV,True,3,0.4,,0.3098039215686274,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,KFold,False,2,0.6206896551724138,,0.7659574468085106,,0.5947368421052631,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,KFold,False,3,0.4418604651162791,,0.3509242695289207,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,KFold,True,2,0.6,,0.7142857142857143,,0.495,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,KFold,True,3,0.36666666666666664,,0.35047619047619044,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.5157894736842106,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,LOOCV,False,3,0.46511627906976744,,0.35968992248062015,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,LOOCV,True,2,0.7,,0.7692307692307693,,0.46,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description,LOOCV,True,3,0.2,,0.212063492063492,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,KFold,False,2,0.6206896551724138,,0.7659574468085106,,0.5368421052631579,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,KFold,False,3,0.46511627906976744,,0.3987596899224807,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,KFold,True,2,0.6,,0.7142857142857143,,0.485,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,KFold,True,3,0.3333333333333333,,0.33008658008658004,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,LOOCV,False,2,0.6206896551724138,,0.7555555555555555,,0.44736842105263164,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,LOOCV,False,3,0.4883720930232558,,0.4508050089445439,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,LOOCV,True,2,0.7,,0.7692307692307693,,0.45,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+full_name,LOOCV,True,3,0.26666666666666666,,0.28221343873517785,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,KFold,False,2,0.6896551724137931,,0.8,,0.5526315789473684,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,KFold,False,3,0.46511627906976744,,0.3853993933265925,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,KFold,True,2,0.6,,0.7142857142857143,,0.46499999999999997,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,KFold,True,3,0.3,,0.2997835497835498,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,LOOCV,False,2,0.7241379310344828,,0.8181818181818182,,0.5,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,LOOCV,False,3,0.4883720930232558,,0.4247539258372712,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,LOOCV,True,2,0.7,,0.7692307692307693,,0.46,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username,LOOCV,True,3,0.26666666666666666,,0.28221343873517785,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,KFold,False,2,0.6206896551724138,,0.7659574468085106,,0.531578947368421,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,KFold,False,3,0.46511627906976744,,0.3970890681854136,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,KFold,True,2,0.6,,0.7142857142857143,,0.495,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,KFold,True,3,0.36666666666666664,,0.3382530400074259,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,LOOCV,False,2,0.5862068965517241,,0.7391304347826086,,0.4578947368421053,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,LOOCV,False,3,0.4186046511627907,,0.35391120507399576,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,LOOCV,True,2,0.7,,0.7692307692307693,,0.44000000000000006,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_description+username+full_name,LOOCV,True,3,0.4,,0.382995951417004,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.5421052631578948,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,KFold,False,3,0.4418604651162791,,0.3079134688956387,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,KFold,True,2,0.45,,0.6206896551724138,,0.405,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,KFold,True,3,0.3,,0.23939881910896404,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,LOOCV,False,2,0.6206896551724138,,0.7659574468085106,,0.08421052631578947,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,LOOCV,False,3,0.3953488372093023,,0.254631454473788,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_full_name,LOOCV,True,3,0.03333333333333333,,0.05128205128205129,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,KFold,True,2,0.5,,0.6666666666666666,,0.5,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,KFold,True,3,0.3333333333333333,,0.16666666666666666,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username,LOOCV,True,3,0.0,,0.0,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.531578947368421,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,KFold,False,3,0.4418604651162791,,0.3079134688956387,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,KFold,True,2,0.45,,0.6206896551724138,,0.42000000000000004,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,KFold,True,3,0.3333333333333333,,0.21345029239766078,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,LOOCV,False,2,0.6206896551724138,,0.7659574468085106,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,LOOCV,False,3,0.4186046511627907,,0.2973253455351667,,,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,LOOCV,True,2,0.4,,0.5714285714285714,,0.0,
2,iteration_2_merged,locals_vs_diaspora,SVM,TFIDF_username+full_name,LOOCV,True,3,0.3,,0.19943019943019943,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,KFold,False,2,0.7586206896551724,,0.8205128205128205,,0.6947368421052632,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,KFold,False,3,0.46511627906976744,,0.4578959025470653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,KFold,True,2,0.85,,0.8571428571428571,,0.87,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,KFold,True,3,0.6,,0.5873015873015872,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,LOOCV,False,2,0.7241379310344828,,0.7894736842105263,,0.7421052631578947,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,LOOCV,False,3,0.3953488372093023,,0.3965759779713268,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,LOOCV,True,2,0.9,,0.9,,0.81,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_bio_len,LOOCV,True,3,0.5666666666666667,,0.5535353535353535,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,KFold,False,2,0.6551724137931034,,0.75,,0.6394736842105263,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,KFold,False,3,0.4186046511627907,,0.4169362992922144,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,KFold,True,2,0.8,,0.8181818181818182,,0.67,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,KFold,True,3,0.3,,0.28722773116365796,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,LOOCV,False,2,0.6551724137931034,,0.7368421052631579,,0.5052631578947369,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,LOOCV,False,3,0.37209302325581395,,0.37307739633321035,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,LOOCV,True,2,0.75,,0.7619047619047619,,0.6700000000000002,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_followers,LOOCV,True,3,0.3333333333333333,,0.32890559732665,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,KFold,False,2,0.5172413793103449,,0.65,,0.49210526315789466,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,KFold,False,3,0.32558139534883723,,0.3219938378424007,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,KFold,True,2,0.45,,0.47619047619047616,,0.30499999999999994,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,KFold,True,3,0.23333333333333334,,0.23125996810207336,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,LOOCV,False,2,0.4482758620689655,,0.6,,0.38421052631578945,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,LOOCV,False,3,0.23255813953488372,,0.23489602559370004,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,LOOCV,True,2,0.55,,0.5714285714285714,,0.37,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_following,LOOCV,True,3,0.23333333333333334,,0.23125996810207336,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,KFold,False,2,0.5862068965517241,,0.6842105263157895,,0.37894736842105264,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,KFold,False,3,0.3488372093023256,,0.34373881932021466,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,KFold,True,2,0.65,,0.631578947368421,,0.58,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,KFold,True,3,0.3333333333333333,,0.3280423280423281,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,LOOCV,False,2,0.5862068965517241,,0.6842105263157895,,0.3526315789473684,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,LOOCV,False,3,0.37209302325581395,,0.3658318425760286,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,LOOCV,True,2,0.55,,0.5714285714285714,,0.3999999999999999,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_ratio,LOOCV,True,3,0.26666666666666666,,0.2654135338345865,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,KFold,False,2,0.5862068965517241,,0.7142857142857143,,0.4842105263157894,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,KFold,False,3,0.3953488372093023,,0.3955417425785017,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,KFold,True,2,0.5,,0.375,,0.43,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,KFold,True,3,0.36666666666666664,,0.36740401728960076,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,LOOCV,False,2,0.4827586206896552,,0.6341463414634146,,0.4052631578947368,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,LOOCV,False,3,0.32558139534883723,,0.3253229974160207,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,LOOCV,True,2,0.35,,0.3157894736842105,,0.33999999999999997,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,NUM_statuses,LOOCV,True,3,0.3333333333333333,,0.3333333333333333,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,KFold,True,3,0.3333333333333333,,0.26406926406926406,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description,LOOCV,True,3,0.0,,0.0,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,KFold,True,3,0.3333333333333333,,0.3059964726631393,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,LOOCV,False,3,0.4186046511627907,,0.2651162790697674,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+full_name,LOOCV,True,3,0.3333333333333333,,0.21794871794871795,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,KFold,True,3,0.3333333333333333,,0.26406926406926406,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username,LOOCV,True,3,0.0,,0.0,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,KFold,True,3,0.3333333333333333,,0.3059964726631393,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,LOOCV,False,3,0.4186046511627907,,0.2651162790697674,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_description+username+full_name,LOOCV,True,3,0.3333333333333333,,0.21794871794871795,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,KFold,True,3,0.3333333333333333,,0.2616161616161616,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,LOOCV,False,3,0.4186046511627907,,0.2651162790697674,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_full_name,LOOCV,True,3,0.03333333333333333,,0.05128205128205129,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,KFold,True,3,0.3333333333333333,,0.16666666666666666,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,LOOCV,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username,LOOCV,True,3,0.0,,0.0,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,KFold,False,2,0.6551724137931034,,0.7916666666666666,,0.4789473684210527,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,KFold,False,3,0.4418604651162791,,0.27081770442610653,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,KFold,True,2,0.5,,0.0,,0.5,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,KFold,True,3,0.3333333333333333,,0.2616161616161616,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,LOOCV,False,2,0.6551724137931034,,0.7916666666666666,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,LOOCV,False,3,0.4186046511627907,,0.2651162790697674,,,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,LOOCV,True,2,0.0,,0.0,,0.0,
2,iteration_2_merged,locals_vs_diaspora,XGBoost,TFIDF_username+full_name,LOOCV,True,3,0.03333333333333333,,0.05128205128205129,,,
2,iteration_2_merged,person_vs_organization,AdaBoost,NUM_bio_len,KFold,False,2,0.7653631284916201,,0.8636363636363636,,0.601063829787234,
2,iteration_2_merged,person_vs_organization,AdaBoost,NUM_bio_len,KFold,False,3,0.695,,0.600638464551508,,,
