target_username,other_username,type
_iamnaaz_,jordanbpeterson,following
_iamnaaz_,privacy,following
_iamnaaz_,veefriends,following
_iamnaaz_,garyvee,following
_iamnaaz_,en,following
_iamnaaz_,GNMHVw7rfz,following
_iamnaaz_,Noamkadosh4,following
_iamnaaz_,wjzLqPaVdN,following
_iamnaaz_,anuragkashyap72,following
_iamnaaz_,FerialGovashiri,following
_iamnaaz_,kshitijm_,following
_iamnaaz_,HillelNeuer,following
_iamnaaz_,reedhastings,following
_iamnaaz_,iamvarunkatoch,following
_iamnaaz_,indranildasblah,following
_iamnaaz_,21st_capital,following
_iamnaaz_,bigbadwolfdotin,following
_iamnaaz_,vasaych,following
_iamnaaz_,compose,following
_iamnaaz_,autOFQ2NP0,following
_iamnaaz_,rkbtc,following
_iamnaaz_,GEMbollywood,following
_iamnaaz_,veraishq,following
_iamnaaz_,0Pydq6M2sb,following
_iamnaaz_,jimcramer,following
_iamnaaz_,Netflix,following
_iamnaaz_,dreamgirlhema,following
_iamnaaz_,rihanna,following
_iamnaaz_,sinavaliollah,following
_iamnaaz_,Asli_Jacqueline,following
_iamnaaz_,M57oKro7cS,following
_iamnaaz_,MaxComedian,following
_iamnaaz_,alifazal9,following
_iamnaaz_,GippyGrewal,following
_iamnaaz_,aanandlrai,following
_iamnaaz_,cnn,following
_iamnaaz_,vaynersports,following
_iamnaaz_,OyeManjot,following
_iamnaaz_,IAmSudhirMishra,following
_iamnaaz_,moderatenormal,following
_iamnaaz_,resources,following
_iamnaaz_,cnnbrk,following
_iamnaaz_,RanvirShorey,following
_iamnaaz_,karishmakotak,following
_iamnaaz_,SamuelLJackson,following
_iamnaaz_,F_karamizand,following
_iamnaaz_,yashtajane,following
_iamnaaz_,tos,following
_iamnaaz_,NYJets,following
_iamnaaz_,articles,following
_iamnaaz_,Vaynermedia,following
_iamnaaz_,RajeevMasand,following
_iamnaaz_,BuzzFeed,following
LivinginTehran,d5DMD1sV55,follower
LivinginTehran,samkaradafx36,follower
LivinginTehran,GasserGamaz,follower
LivinginTehran,PierreMondriet,follower
LivinginTehran,aamsabanda,follower
LivinginTehran,YuriFe3,follower
LivinginTehran,TJABK7vvAx,follower
LivinginTehran,Guardian,follower
LivinginTehran,S71967Sparkie,follower
LivinginTehran,faruqi_ihsanul,follower
LivinginTehran,MehdiJami,follower
LivinginTehran,Rokon89701803,follower
LivinginTehran,BalubaBenj10085,follower
LivinginTehran,NawafSTV,follower
LivinginTehran,soheildowlat,follower
LivinginTehran,albertaplum,follower
LivinginTehran,FPI_SAIS,follower
