Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Makwan Amirkhani,https://en.wikipedia.org/wiki/Makwan_Amirkhani,Q18680591,https://www.wikidata.org/wiki/Q18680591,male,Thai boxer; amateur wrestler; mixed martial arts fighter,Finland,Kermanshah,1988-11-08T00:00:00Z
Rahman Amouzad,https://en.wikipedia.org/wiki/Rahman_Amouzad,Q104213830,https://www.wikidata.org/wiki/Q104213830,male,amateur wrestler; folk dancer,Iran,Khalil Shahr,2002-07-17T00:00:00Z
Reza Andouz,https://en.wikipedia.org/wiki/Reza_Andouz,Q15641088,https://www.wikidata.org/wiki/Q15641088,male,amateur wrestler,Iran,,1965-03-31T00:00:00Z
Abolfazl Anvari,https://en.wikipedia.org/wiki/Abolfazl_Anvari,Q30851784,https://www.wikidata.org/wiki/Q30851784,male,amateur wrestler,Iran,Saveh,1938-02-09T00:00:00Z
Ali Ashkani,https://en.wikipedia.org/wiki/Ali_Ashkani,Q5952253,https://www.wikidata.org/wiki/Q5952253,male,amateur wrestler,Iran,Ardabil,1978-11-16T00:00:00Z
Reza Atri,https://en.wikipedia.org/wiki/Reza_Atri,Q21529961,https://www.wikidata.org/wiki/Q21529961,male,amateur wrestler,Iran,Tehran,1994-08-08T00:00:00Z
Amir Ali Azarpira,https://en.wikipedia.org/wiki/Amir_Ali_Azarpira,Q109509264,https://www.wikidata.org/wiki/Q109509264,male,amateur wrestler,Iran,Tehran,2002-03-26T00:00:00Z
Mohammad Mobin Azimi,https://en.wikipedia.org/wiki/Mohammad_Mobin_Azimi,Q133699167,https://www.wikidata.org/wiki/Q133699167,male,amateur wrestler,,,2003-01-01T00:00:00Z
Bashir Babajanzadeh,https://en.wikipedia.org/wiki/Bashir_Babajanzadeh,Q809976,https://www.wikidata.org/wiki/Q809976,male,amateur wrestler,Iran,Babol,1989-08-20T00:00:00Z
Hassan Babak,https://en.wikipedia.org/wiki/Hassan_Babak,Q5753697,https://www.wikidata.org/wiki/Q5753697,male,amateur wrestler,Iran,,1960-09-28T00:00:00Z
Shahin Badaghi,https://en.wikipedia.org/wiki/Shahin_Badaghi,Q133573163,https://www.wikidata.org/wiki/Q133573163,male,amateur wrestler,,,2001-11-03T00:00:00Z
Mehdi Bali,https://en.wikipedia.org/wiki/Mehdi_Bali,Q106527124,https://www.wikidata.org/wiki/Q106527124,male,amateur wrestler,Iran,Amol,1997-01-01T00:00:00Z
Mohammad Bana,https://en.wikipedia.org/wiki/Mohammad_Bana,Q6891885,https://www.wikidata.org/wiki/Q6891885,male,amateur wrestler,Iran,Tehran,1958-08-08T00:00:00Z
Ali Banihashemi,https://en.wikipedia.org/wiki/Ali_Banihashemi,Q25424266,https://www.wikidata.org/wiki/Q25424266,male,amateur wrestler,Iran,Tehran,1934-04-05T00:00:00Z
Mansour Barzegar,https://en.wikipedia.org/wiki/Mansour_Barzegar,Q377311,https://www.wikidata.org/wiki/Q377311,male,amateur wrestler,Iran,Tehran,1947-02-28T00:00:00Z
Sajjad Barzi,https://en.wikipedia.org/wiki/Sajjad_Barzi,Q17182972,https://www.wikidata.org/wiki/Q17182972,male,amateur wrestler,Iran,Tehran,1981-03-05T00:00:00Z
Mohammad Bazmavar,https://en.wikipedia.org/wiki/Mohammad_Bazmavar,Q16165458,https://www.wikidata.org/wiki/Q16165458,male,amateur wrestler; wrestler,Iran,Tehran,1953-01-01T00:00:00Z
Ali Asghar Bazri,https://en.wikipedia.org/wiki/Ali_Asghar_Bazri,Q4075320,https://www.wikidata.org/wiki/Q4075320,male,amateur wrestler,Iran,Behshahr,1980-09-11T00:00:00Z
Afshin Biabangard,https://en.wikipedia.org/wiki/Afshin_Biabangard,Q18205229,https://www.wikidata.org/wiki/Q18205229,male,amateur wrestler,Iran,Parsabad,1987-06-10T00:00:00Z
Peiman Biabani,https://en.wikipedia.org/wiki/Peiman_Biabani,Q63678357,https://www.wikidata.org/wiki/Q63678357,male,amateur wrestler,Iran,,1996-11-04T00:00:00Z
Soleyman Binafard,https://en.wikipedia.org/wiki/Soleyman_Binafard,Q7557695,https://www.wikidata.org/wiki/Q7557695,male,amateur wrestler,Iran,Iran,1933-01-01T00:00:00Z
Payam Boveiri,https://en.wikipedia.org/wiki/Payam_Boveiri,Q18325895,https://www.wikidata.org/wiki/Q18325895,male,amateur wrestler,Iran,Izeh,1999-01-12T00:00:00Z
Abdollah Chamangoli,https://en.wikipedia.org/wiki/Abdollah_Chamangoli,Q5872900,https://www.wikidata.org/wiki/Q5872900,male,amateur wrestler,Iran,Saqqez,1971-09-22T00:00:00Z
Abbas Dabbaghi,https://en.wikipedia.org/wiki/Abbas_Dabbaghi,Q305867,https://www.wikidata.org/wiki/Q305867,male,amateur wrestler,Iran,Sari,1987-03-09T00:00:00Z
Alireza Dabir,https://en.wikipedia.org/wiki/Alireza_Dabir,Q1370335,https://www.wikidata.org/wiki/Q1370335,male,amateur wrestler,Iran,Tehran,1977-09-16T00:00:00Z
Pouya Dadmarz,https://en.wikipedia.org/wiki/Pouya_Dadmarz,Q97205617,https://www.wikidata.org/wiki/Q97205617,male,amateur wrestler,Iran,Izeh,1999-11-10T00:00:00Z
Mohammad Dalirian,https://en.wikipedia.org/wiki/Mohammad_Dalirian,Q62911399,https://www.wikidata.org/wiki/Q62911399,male,amateur wrestler,Iran,,1952-01-01T00:00:00Z
Meisam Dalkhani,https://en.wikipedia.org/wiki/Meisam_Dalkhani,Q85623554,https://www.wikidata.org/wiki/Q85623554,male,amateur wrestler,Iran,Shiraz,1997-01-05T00:00:00Z
Pejman Dorostkar,https://en.wikipedia.org/wiki/Pejman_Dorostkar,Q2067728,https://www.wikidata.org/wiki/Q2067728,male,amateur wrestler,Iran,Tehran,1976-08-18T00:00:00Z
Saeid Ebrahimi,https://en.wikipedia.org/wiki/Saeid_Ebrahimi,Q7398279,https://www.wikidata.org/wiki/Q7398279,male,amateur wrestler,Iran,Nahavand,1982-12-22T00:00:00Z
Abbas Ebrahimzadeh,https://en.wikipedia.org/wiki/Abbas_Ebrahimzadeh,Q133698822,https://www.wikidata.org/wiki/Q133698822,male,amateur wrestler,,,2002-09-12T00:00:00Z
Behnam Ehsanpour,https://en.wikipedia.org/wiki/Behnam_Ehsanpour,Q16448826,https://www.wikidata.org/wiki/Q16448826,male,amateur wrestler,Iran,Behshahr,1992-02-16T00:00:00Z
Younes Emami,https://en.wikipedia.org/wiki/Younes_Emami,Q63677292,https://www.wikidata.org/wiki/Q63677292,male,amateur wrestler,Iran,Kermanshah,1997-03-30T00:00:00Z
Moslem Eskandar-Filabi,https://en.wikipedia.org/wiki/Moslem_Eskandar-Filabi,Q6916361,https://www.wikidata.org/wiki/Q6916361,male,amateur wrestler,Iran,Quchan,1944-03-26T00:00:00Z
Saeid Esmaeili,https://en.wikipedia.org/wiki/Saeid_Esmaeili,Q127786496,https://www.wikidata.org/wiki/Q127786496,male,amateur wrestler,Iran,Khuzestan Province,2003-07-15T00:00:00Z
Masoud Esmaeilpour,https://en.wikipedia.org/wiki/Masoud_Esmaeilpour,Q3272058,https://www.wikidata.org/wiki/Q3272058,male,amateur wrestler,Iran,Juybar,1988-08-06T00:00:00Z
Mohammad Faghiri,https://en.wikipedia.org/wiki/Mohammad_Faghiri,Q16212311,https://www.wikidata.org/wiki/Q16212311,male,amateur wrestler,Iran,,1985-01-14T00:00:00Z
Akbar Fallah,https://en.wikipedia.org/wiki/Akbar_Fallah,Q5867884,https://www.wikidata.org/wiki/Q5867884,male,amateur wrestler,Iran,Tehran,1966-09-04T00:00:00Z
Mohsen Farahvashi,https://en.wikipedia.org/wiki/Mohsen_Farahvashi,Q1942961,https://www.wikidata.org/wiki/Q1942961,male,amateur wrestler,Iran,Tehran,1947-07-21T00:00:00Z
Mohammad Ali Fardin,https://en.wikipedia.org/wiki/Mohammad_Ali_Fardin,Q1370293,https://www.wikidata.org/wiki/Q1370293,male,actor; film director; screenwriter,Iran,Tehran,1930-04-07T00:00:00Z
Mohammad Farhangdoust,https://en.wikipedia.org/wiki/Mohammad_Farhangdoust,Q5802384,https://www.wikidata.org/wiki/Q5802384,male,amateur wrestler,Iran,Rasht,1946-01-01T00:00:00Z
Gholamreza Farrokhi,https://en.wikipedia.org/wiki/Gholamreza_Farrokhi,Q136337362,https://www.wikidata.org/wiki/Q136337362,male,amateur wrestler,Iran,,2001-01-01T00:00:00Z
Mohammad Ali Farrokhian,https://en.wikipedia.org/wiki/Mohammad_Ali_Farrokhian,Q30545051,https://www.wikidata.org/wiki/Q30545051,male,wrestler,Iran,Shiraz,1935-01-01T00:00:00Z
Habib Fatahi,https://en.wikipedia.org/wiki/Habib_Fatahi,Q17558530,https://www.wikidata.org/wiki/Q17558530,male,amateur wrestler,Iran,,1948-12-08T00:00:00Z
Amir Hossein Firouzpour,https://en.wikipedia.org/wiki/Amir_Hossein_Firouzpour,Q111721118,https://www.wikidata.org/wiki/Q111721118,male,amateur wrestler,Iran,Juybar,2000-01-01T00:00:00Z
Mohammad Sadegh Firouzpour,https://en.wikipedia.org/wiki/Mohammad_Sadegh_Firouzpour,Q113642970,https://www.wikidata.org/wiki/Q113642970,male,amateur wrestler,Iran,Juybar,2000-01-01T00:00:00Z
Mohammadali Geraei,https://en.wikipedia.org/wiki/Mohammadali_Geraei,Q21529967,https://www.wikidata.org/wiki/Q21529967,male,amateur wrestler,Iran,Shiraz,1994-05-02T00:00:00Z
Mohammad Reza Geraei,https://en.wikipedia.org/wiki/Mohammad_Reza_Geraei,Q56236326,https://www.wikidata.org/wiki/Q56236326,male,amateur wrestler,Iran,Shiraz,1996-07-25T00:00:00Z
Yousef Ghaderian,https://en.wikipedia.org/wiki/Yousef_Ghaderian,Q21030113,https://www.wikidata.org/wiki/Q21030113,male,amateur wrestler,Iran,Saqqez,1993-02-14T00:00:00Z
Masoud Ghadimi,https://en.wikipedia.org/wiki/Masoud_Ghadimi,Q16575340,https://www.wikidata.org/wiki/Q16575340,male,amateur wrestler,Iran,,1965-02-01T00:00:00Z
Ali Ghaffari,https://en.wikipedia.org/wiki/Ali_Ghaffari,Q21034271,https://www.wikidata.org/wiki/Q21034271,male,amateur wrestler,Iran,,1925-01-01T00:00:00Z
Davoud Ghanbari,https://en.wikipedia.org/wiki/Davoud_Ghanbari,Q16539204,https://www.wikidata.org/wiki/Q16539204,male,amateur wrestler,Iran,,
Fereydoun Ghanbari,https://en.wikipedia.org/wiki/Fereydoun_Ghanbari,Q16545053,https://www.wikidata.org/wiki/Q16545053,male,amateur wrestler; athlete,Iran,Kermanshah,1977-09-23T00:00:00Z
Komeil Ghasemi,https://en.wikipedia.org/wiki/Komeil_Ghasemi,Q1319009,https://www.wikidata.org/wiki/Q1319009,male,amateur wrestler,Iran,Juybar County,1988-02-27T00:00:00Z
Kamran Ghasempour,https://en.wikipedia.org/wiki/Kamran_Ghasempour,Q63351541,https://www.wikidata.org/wiki/Q63351541,male,amateur wrestler,Iran,Juybar,1996-04-01T00:00:00Z
Gholamreza Ghassab,https://en.wikipedia.org/wiki/Gholamreza_Ghassab,Q16549359,https://www.wikidata.org/wiki/Q16549359,male,amateur wrestler,Iran,,1956-03-21T00:00:00Z
Alireza Ghelichkhani,https://en.wikipedia.org/wiki/Alireza_Ghelichkhani,Q31016606,https://www.wikidata.org/wiki/Q31016606,male,amateur wrestler,Iran,,1937-12-31T00:00:00Z
Morteza Ghiasi,https://en.wikipedia.org/wiki/Morteza_Ghiasi,Q106526181,https://www.wikidata.org/wiki/Q106526181,male,amateur wrestler,Iran,Dorud,1995-04-07T00:00:00Z
Kazem Gholami,https://en.wikipedia.org/wiki/Kazem_Gholami,Q15641098,https://www.wikidata.org/wiki/Q15641098,male,amateur wrestler,Iran,,1957-03-21T00:00:00Z
Babak Ghorbani,https://en.wikipedia.org/wiki/Babak_Ghorbani,Q5944542,https://www.wikidata.org/wiki/Q5944542,male,amateur wrestler,Iran,Kermanshah,1989-03-19T00:00:00Z
Mohammad Ghorbani (wrestler),https://en.wikipedia.org/wiki/Mohammad_Ghorbani_%28wrestler%29,,,,,,,
Nasser Givehchi,https://en.wikipedia.org/wiki/Nasser_Givehchi,Q1965989,https://www.wikidata.org/wiki/Q1965989,male,amateur wrestler,Iran,Tehran,1932-11-12T00:00:00Z
Mojtaba Goleij,https://en.wikipedia.org/wiki/Mojtaba_Goleij,Q48869971,https://www.wikidata.org/wiki/Q48869971,male,amateur wrestler,Iran,Tonekabon,1996-01-23T00:00:00Z
Mahmoud Goudarzi,https://en.wikipedia.org/wiki/Mahmoud_Goudarzi,Q15254486,https://www.wikidata.org/wiki/Q15254486,male,academic; politician,Iran,Malayer,1955-01-01T00:00:00Z
Sadegh Goudarzi,https://en.wikipedia.org/wiki/Sadegh_Goudarzi,Q2115576,https://www.wikidata.org/wiki/Q2115576,male,amateur wrestler,Iran,Malayer,1987-09-22T00:00:00Z
Emam-Ali Habibi,https://en.wikipedia.org/wiki/Emam-Ali_Habibi,Q1659678,https://www.wikidata.org/wiki/Q1659678,male,amateur wrestler; film actor,Iran; Pahlavi Iran,Babol,1931-05-27T00:00:00Z
Ali Hajiloo,https://en.wikipedia.org/wiki/Ali_Hajiloo,Q62985706,https://www.wikidata.org/wiki/Q62985706,male,amateur wrestler,Iran,,1946-01-01T00:00:00Z
Mohsen Hajipour,https://en.wikipedia.org/wiki/Mohsen_Hajipour,Q5859818,https://www.wikidata.org/wiki/Q5859818,male,amateur wrestler,Iran,Amol,1988-08-28T00:00:00Z
Mehdi Hajizadeh,https://en.wikipedia.org/wiki/Mehdi_Hajizadeh,Q4494560,https://www.wikidata.org/wiki/Q4494560,male,amateur wrestler,Iran,Juybar,1981-09-11T00:00:00Z
Abbas Hajkenari,https://en.wikipedia.org/wiki/Abbas_Hajkenari,Q4663755,https://www.wikidata.org/wiki/Q4663755,male,amateur wrestler,Iran,Fereydunkenar,1974-01-01T00:00:00Z
Masoud Hashemzadeh,https://en.wikipedia.org/wiki/Masoud_Hashemzadeh,Q1907292,https://www.wikidata.org/wiki/Q1907292,male,amateur wrestler,Iran,Mianeh,1981-09-21T00:00:00Z
Mansour Hazrati,https://en.wikipedia.org/wiki/Mansour_Hazrati,Q25424273,https://www.wikidata.org/wiki/Q25424273,male,amateur wrestler,Iran,Tehran,1932-04-14T00:00:00Z
Fardin Hedayati,https://en.wikipedia.org/wiki/Fardin_Hedayati,Q122642384,https://www.wikidata.org/wiki/Q122642384,male,amateur wrestler,,,2004-05-12T00:00:00Z
Ali Akbar Heidari,https://en.wikipedia.org/wiki/Ali_Akbar_Heidari,Q377334,https://www.wikidata.org/wiki/Q377334,male,amateur wrestler,Iran,Tehran,1941-07-14T00:00:00Z
Alireza Heidari,https://en.wikipedia.org/wiki/Alireza_Heidari,Q1386267,https://www.wikidata.org/wiki/Q1386267,male,amateur wrestler,Iran,Tehran,1976-03-04T00:00:00Z
Mostafa Hosseinkhani,https://en.wikipedia.org/wiki/Mostafa_Hosseinkhani,Q20029111,https://www.wikidata.org/wiki/Q20029111,male,amateur wrestler,Iran,Tehran,1989-03-27T00:00:00Z
Mehdi Houryar,https://en.wikipedia.org/wiki/Mehdi_Houryar,Q62904127,https://www.wikidata.org/wiki/Q62904127,male,amateur wrestler,Iran,,1945-01-01T00:00:00Z
Abolhassan Ilchi-Kabir,https://en.wikipedia.org/wiki/Abolhassan_Ilchi-Kabir,Q4668255,https://www.wikidata.org/wiki/Q4668255,male,amateur wrestler,Iran,,1938-01-01T00:00:00Z
Abbas Jadidi,https://en.wikipedia.org/wiki/Abbas_Jadidi,Q71873,https://www.wikidata.org/wiki/Q71873,male,amateur wrestler; politician,Iran,Tehran,1969-01-13T00:00:00Z
Tofigh Jahanbakht,https://en.wikipedia.org/wiki/Tofigh_Jahanbakht,Q1678534,https://www.wikidata.org/wiki/Q1678534,male,amateur wrestler,Iran,Sarab,1931-02-09T00:00:00Z
Majid Jahandideh,https://en.wikipedia.org/wiki/Majid_Jahandideh,Q16573890,https://www.wikidata.org/wiki/Q16573890,male,amateur wrestler,Iran,Tehran,1968-08-07T00:00:00Z
Behrouz Jamshidi,https://en.wikipedia.org/wiki/Behrouz_Jamshidi,Q17198209,https://www.wikidata.org/wiki/Q17198209,male,amateur wrestler,Iran,Tehran,1972-08-23T00:00:00Z
Ebrahim Javadi,https://en.wikipedia.org/wiki/Ebrahim_Javadi,Q1655995,https://www.wikidata.org/wiki/Q1655995,male,amateur wrestler,Iran,Qazvin,1943-07-28T00:00:00Z
Ahmad Javan,https://en.wikipedia.org/wiki/Ahmad_Javan,Q133733552,https://www.wikidata.org/wiki/Q133733552,male,amateur wrestler,,,2003-11-20T00:00:00Z
Ahad Javansalehi,https://en.wikipedia.org/wiki/Ahad_Javansalehi,Q16526789,https://www.wikidata.org/wiki/Q16526789,male,amateur wrestler,Iran,,1965-09-16T00:00:00Z
Abdolkarim Kakahaji,https://en.wikipedia.org/wiki/Abdolkarim_Kakahaji,Q16526101,https://www.wikidata.org/wiki/Q16526101,male,amateur wrestler,Iran,,1961-01-01T00:00:00Z
Mojtaba Karimfar,https://en.wikipedia.org/wiki/Mojtaba_Karimfar,Q18511509,https://www.wikidata.org/wiki/Q18511509,male,amateur wrestler,Iran,Andimeshk,1987-12-08T00:00:00Z
Alireza Karimi,https://en.wikipedia.org/wiki/Alireza_Karimi,Q19938204,https://www.wikidata.org/wiki/Q19938204,male,amateur wrestler,Iran,Rudsar,1994-03-21T00:00:00Z
Amin Kavianinejad,https://en.wikipedia.org/wiki/Amin_Kavianinejad,Q85693030,https://www.wikidata.org/wiki/Q85693030,male,amateur wrestler,Iran,Andimeshk,1998-11-22T00:00:00Z
Mohammad Mehdi Keshtkar,https://en.wikipedia.org/wiki/Mohammad_Mehdi_Keshtkar,Q133570936,https://www.wikidata.org/wiki/Q133570936,male,amateur wrestler,,,2001-01-01T00:00:00Z
Amir Reza Khadem,https://en.wikipedia.org/wiki/Amir_Reza_Khadem,Q472086,https://www.wikidata.org/wiki/Q472086,male,amateur wrestler; politician,Iran,Mashhad,1970-02-10T00:00:00Z
Mohammad Khadem,https://en.wikipedia.org/wiki/Mohammad_Khadem,Q6892124,https://www.wikidata.org/wiki/Q6892124,male,amateur wrestler,Iran; Pahlavi Iran,Mashhad,1935-09-07T00:00:00Z
Rasoul Khadem,https://en.wikipedia.org/wiki/Rasoul_Khadem,Q931221,https://www.wikidata.org/wiki/Q931221,male,amateur wrestler; politician,Iran,Mashhad,1972-03-18T00:00:00Z
Ramezan Kheder,https://en.wikipedia.org/wiki/Ramezan_Kheder,Q16046835,https://www.wikidata.org/wiki/Q16046835,male,amateur wrestler,Iran,Now Kandeh,1944-04-10T00:00:00Z
Abdollah Khodabandeh,https://en.wikipedia.org/wiki/Abdollah_Khodabandeh,Q62571904,https://www.wikidata.org/wiki/Q62571904,male,amateur wrestler,Iran,,1936-01-01T00:00:00Z
Majid Khodaei,https://en.wikipedia.org/wiki/Majid_Khodaei,Q4498678,https://www.wikidata.org/wiki/Q4498678,male,amateur wrestler,Iran,Mashhad,1978-08-26T00:00:00Z
