Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Mohammad Alizadeh,https://en.wikipedia.org/wiki/Mohammad_Alizadeh,Q131107809,https://www.wikidata.org/wiki/Q131107809,male,association football player,,Tehran,1997-06-17T00:00:00Z
Arman Nahany,https://en.wikipedia.org/wiki/Arman_Nahany,Q136432774,https://www.wikidata.org/wiki/Q136432774,,,,,
List of Iran international footballers,https://en.wikipedia.org/wiki/List_of_Iran_international_footballers,Q131549728,https://www.wikidata.org/wiki/Q131549728,,,,,
Hossein Abarghouei,https://en.wikipedia.org/wiki/Hossein_Abarghouei,Q39158028,https://www.wikidata.org/wiki/Q39158028,male,association football player,Iran,Arsanjan,1996-07-08T00:00:00Z
Alireza Abbasfard,https://en.wikipedia.org/wiki/Alireza_Abbasfard,Q3611832,https://www.wikidata.org/wiki/Q3611832,male,association football player,Iran,Shiraz,1981-10-20T00:00:00Z
Nasrollah Abdollahi,https://en.wikipedia.org/wiki/Nasrollah_Abdollahi,Q2478625,https://www.wikidata.org/wiki/Q2478625,male,association football coach; association football player,Iran,Tehran,1951-09-02T00:00:00Z
Ahmad Abdollahzadeh,https://en.wikipedia.org/wiki/Ahmad_Abdollahzadeh,Q17465542,https://www.wikidata.org/wiki/Q17465542,male,association football player,Iran,Shush,1993-05-06T00:00:00Z
Ahmad Reza Abedzadeh,https://en.wikipedia.org/wiki/Ahmad_Reza_Abedzadeh,Q2439863,https://www.wikidata.org/wiki/Q2439863,male,association football coach; association football player,Iran,Abadan,1966-05-25T00:00:00Z
Amir Abedzadeh,https://en.wikipedia.org/wiki/Amir_Abedzadeh,Q4746512,https://www.wikidata.org/wiki/Q4746512,male,association football player,Iran,Tehran,1993-04-26T00:00:00Z
Behnam Abolghasempour,https://en.wikipedia.org/wiki/Behnam_Abolghasempour,Q4880940,https://www.wikidata.org/wiki/Q4880940,male,association football player,Iran,Tehran,1973-08-24T00:00:00Z
Mehdi Abtahi,https://en.wikipedia.org/wiki/Mehdi_Abtahi,Q3958610,https://www.wikidata.org/wiki/Q3958610,male,association football player; futsal player,Iran,Tehran,1963-03-02T00:00:00Z
Mohammad Reza Adelkhani,https://en.wikipedia.org/wiki/Mohammad_Reza_Adelkhani,Q1304962,https://www.wikidata.org/wiki/Q1304962,male,association football player,Iran,Tehran,1947-02-13T00:00:00Z
Nader Afshar Alavinejad,https://en.wikipedia.org/wiki/Nader_Afshar_Alavinejad,Q5752700,https://www.wikidata.org/wiki/Q5752700,male,association football player,Iran,Iran,
Arash Afshin,https://en.wikipedia.org/wiki/Arash_Afshin,Q4784340,https://www.wikidata.org/wiki/Q4784340,male,association football player,Iran,Ramhormoz,1989-01-21T00:00:00Z
Abbas Aghaei,https://en.wikipedia.org/wiki/Abbas_Aghaei,Q4663713,https://www.wikidata.org/wiki/Q4663713,male,association football player,Iran,Sarab,1977-09-02T00:00:00Z
Saeid Aghaei,https://en.wikipedia.org/wiki/Saeid_Aghaei,Q17518772,https://www.wikidata.org/wiki/Q17518772,male,association football player,Iran,Tabriz,1995-10-09T00:00:00Z
Javad Aghaeipour,https://en.wikipedia.org/wiki/Javad_Aghaeipour,Q109547972,https://www.wikidata.org/wiki/Q109547972,male,association football player,,,1999-01-01T00:00:00Z
Markar Aghajanyan,https://en.wikipedia.org/wiki/Markar_Aghajanyan,Q6770564,https://www.wikidata.org/wiki/Q6770564,male,association football coach; association football player,Iran,Tehran,1965-03-04T00:00:00Z
Hadi Aghily,https://en.wikipedia.org/wiki/Hadi_Aghily,Q3125539,https://www.wikidata.org/wiki/Q3125539,male,association football player,Iran,Tehran,1981-01-15T00:00:00Z
Reza Ahadi,https://en.wikipedia.org/wiki/Reza_Ahadi,Q2147241,https://www.wikidata.org/wiki/Q2147241,male,association football coach; association football player,Iran,Tehran,1962-11-30T00:00:00Z
Ahmad Ahi,https://en.wikipedia.org/wiki/Ahmad_Ahi,Q4695234,https://www.wikidata.org/wiki/Q4695234,male,association football player,Iran,Tehran,1985-04-08T00:00:00Z
Rahman Ahmadi,https://en.wikipedia.org/wiki/Rahman_Ahmadi,Q7283479,https://www.wikidata.org/wiki/Q7283479,male,association football player,Iran,Nowshahr,1980-07-30T00:00:00Z
Jalal Akbari,https://en.wikipedia.org/wiki/Jalal_Akbari,Q6125868,https://www.wikidata.org/wiki/Q6125868,male,association football player,Iran,Isfahan,1983-07-05T00:00:00Z
Yadollah Akbari,https://en.wikipedia.org/wiki/Yadollah_Akbari,Q8046580,https://www.wikidata.org/wiki/Q8046580,male,association football player,Iran,Ardabil,1974-07-01T00:00:00Z
Ali Akbarian,https://en.wikipedia.org/wiki/Ali_Akbarian,Q5906477,https://www.wikidata.org/wiki/Q5906477,male,association football player,Iran,Tehran,1971-01-01T00:00:00Z
Alireza Akbarpour,https://en.wikipedia.org/wiki/Alireza_Akbarpour,Q4726864,https://www.wikidata.org/wiki/Q4726864,male,association football player,Iran,Tabriz,1973-03-19T00:00:00Z
Siavash Akbarpour,https://en.wikipedia.org/wiki/Siavash_Akbarpour,Q7506879,https://www.wikidata.org/wiki/Q7506879,male,association football player,Iran,Shiraz,1985-01-21T00:00:00Z
Mohammad Reza Akhbari,https://en.wikipedia.org/wiki/Mohammad_Reza_Akhbari,Q17708714,https://www.wikidata.org/wiki/Q17708714,male,association football player,Iran,Isfahan,1993-02-15T00:00:00Z
Edmond Akhtar,https://en.wikipedia.org/wiki/Edmond_Akhtar,Q5338829,https://www.wikidata.org/wiki/Q5338829,male,association football player,Iran,Tehran,1972-03-13T00:00:00Z
Iman Alami,https://en.wikipedia.org/wiki/Iman_Alami,Q5785600,https://www.wikidata.org/wiki/Q5785600,male,association football player,Iran,Iran,1968-02-24T00:00:00Z
Mohammad Alavi (footballer),https://en.wikipedia.org/wiki/Mohammad_Alavi_%28footballer%29,,,,,,,
Ahmad Alenemeh,https://en.wikipedia.org/wiki/Ahmad_Alenemeh,Q4695254,https://www.wikidata.org/wiki/Q4695254,male,association football coach; association football player,Iran,Ahvaz,1982-10-20T00:00:00Z
Saeed Alhoei,https://en.wikipedia.org/wiki/Saeed_Alhoei,Q123760534,https://www.wikidata.org/wiki/Q123760534,male,association football coach; association football player,,,1982-12-15T00:00:00Z
Hamidreza Aliasgari,https://en.wikipedia.org/wiki/Hamidreza_Aliasgari,Q5644714,https://www.wikidata.org/wiki/Q5644714,male,association football player,Iran,Ray,1990-05-25T00:00:00Z
Hamid Alidoosti,https://en.wikipedia.org/wiki/Hamid_Alidoosti,Q339985,https://www.wikidata.org/wiki/Q339985,male,association football coach; association football player,Iran,Tehran,1956-01-01T00:00:00Z
Ali Alipour,https://en.wikipedia.org/wiki/Ali_Alipour,Q4724643,https://www.wikidata.org/wiki/Q4724643,male,association football player,Iran,Qaem Shahr,1994-07-02T00:00:00Z
Omid Alishah,https://en.wikipedia.org/wiki/Omid_Alishah,Q7090164,https://www.wikidata.org/wiki/Q7090164,male,association football player,Iran,Sari,1992-10-01T00:00:00Z
Alireza Alizadeh,https://en.wikipedia.org/wiki/Alireza_Alizadeh,Q17626444,https://www.wikidata.org/wiki/Q17626444,male,association football player,Iran,Tehran,1993-02-11T00:00:00Z
Javad Allahverdi,https://en.wikipedia.org/wiki/Javad_Allahverdi,Q2053793,https://www.wikidata.org/wiki/Q2053793,male,association football player,Iran,Azerbaijan,1954-06-16T00:00:00Z
