Name,Wikipedia_Link,wikidata_qid,wikidata_url
Ali Espahbodi,https://en.wikipedia.org/wiki/Ali_Espahbodi,Q31067220,https://www.wikidata.org/wiki/Q31067220
Farshad Fatemi,https://en.wikipedia.org/wiki/Farshad_Fatemi,Q83417331,https://www.wikidata.org/wiki/Q83417331
Fereydoun Mahdavi,https://en.wikipedia.org/wiki/Fereydoun_Mahdavi,Q73130061,https://www.wikidata.org/wiki/Q73130061
Hassan Ghalibaf Asl,https://en.wikipedia.org/wiki/Hassan_Ghalibaf_Asl,Q18808604,https://www.wikidata.org/wiki/Q18808604
Mousa Ghaninejad,https://en.wikipedia.org/wiki/Mousa_Ghaninejad,Q6925976,https://www.wikidata.org/wiki/Q6925976
Nader Habibi,https://en.wikipedia.org/wiki/Nader_Habibi,Q103041648,https://www.wikidata.org/wiki/Q103041648
Reza Hamzaee,https://en.wikipedia.org/wiki/Reza_Hamzaee,Q51884033,https://www.wikidata.org/wiki/Q51884033
Abdolnaser Hemmati,https://en.wikipedia.org/wiki/Abdolnaser_Hemmati,Q16053240,https://www.wikidata.org/wiki/Q16053240
Ismael Hossein-zadeh,https://en.wikipedia.org/wiki/Ismael_Hossein-zadeh,Q16730072,https://www.wikidata.org/wiki/Q16730072
Mohammad Reza Hosseinzadeh,https://en.wikipedia.org/wiki/Mohammad_Reza_Hosseinzadeh,Q24348794,https://www.wikidata.org/wiki/Q24348794
Gholam Hossein Jahanshahi,https://en.wikipedia.org/wiki/Gholam_Hossein_Jahanshahi,Q5556856,https://www.wikidata.org/wiki/Q5556856
Masoud Karbasian,https://en.wikipedia.org/wiki/Masoud_Karbasian,Q36192491,https://www.wikidata.org/wiki/Q36192491
Homa Katouzian,https://en.wikipedia.org/wiki/Homa_Katouzian,Q5887326,https://www.wikidata.org/wiki/Q5887326
Firouzeh Khalatbari,https://en.wikipedia.org/wiki/Firouzeh_Khalatbari,Q125599863,https://www.wikidata.org/wiki/Q125599863
Sadeq Khalilian,https://en.wikipedia.org/wiki/Sadeq_Khalilian,Q5736133,https://www.wikidata.org/wiki/Q5736133
Farid Khavari,https://en.wikipedia.org/wiki/Farid_Khavari,Q5435255,https://www.wikidata.org/wiki/Q5435255
Tahmasb Mazaheri,https://en.wikipedia.org/wiki/Tahmasb_Mazaheri,Q2388313,https://www.wikidata.org/wiki/Q2388313
Abbas Mirakhor,https://en.wikipedia.org/wiki/Abbas_Mirakhor,Q4663773,https://www.wikidata.org/wiki/Q4663773
Mohammad-Ali Molavi,https://en.wikipedia.org/wiki/Mohammad-Ali_Molavi,Q56366534,https://www.wikidata.org/wiki/Q56366534
Saeed Moshiri,https://en.wikipedia.org/wiki/Saeed_Moshiri,Q5877370,https://www.wikidata.org/wiki/Q5877370
Mohammad Nahavandian,https://en.wikipedia.org/wiki/Mohammad_Nahavandian,Q5962247,https://www.wikidata.org/wiki/Q5962247
Masoud Nili,https://en.wikipedia.org/wiki/Masoud_Nili,Q15127464,https://www.wikidata.org/wiki/Q15127464
Mohammad Bagher Nobakht,https://en.wikipedia.org/wiki/Mohammad_Bagher_Nobakht,Q5766008,https://www.wikidata.org/wiki/Q5766008
Alireza Nobari,https://en.wikipedia.org/wiki/Alireza_Nobari,Q4725141,https://www.wikidata.org/wiki/Q4725141
Mohsen Nourbakhsh,https://en.wikipedia.org/wiki/Mohsen_Nourbakhsh,Q3319157,https://www.wikidata.org/wiki/Q3319157
Kazem Oraee,https://en.wikipedia.org/wiki/Kazem_Oraee,Q12064890,https://www.wikidata.org/wiki/Q12064890
M. Hashem Pesaran,https://en.wikipedia.org/wiki/M._Hashem_Pesaran,Q2856393,https://www.wikidata.org/wiki/Q2856393
Ali-Ashraf Abdollah Porihoseini,https://en.wikipedia.org/wiki/Ali-Ashraf_Abdollah_Porihoseini,Q16051988,https://www.wikidata.org/wiki/Q16051988
