Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Hadi Saei,https://en.wikipedia.org/wiki/Hadi_Saei,Q472372,https://www.wikidata.org/wiki/Q472372,male,taekwondo athlete,Iran,Ray,1976-06-10T00:00:00Z
Raheleh Asemani,https://en.wikipedia.org/wiki/Raheleh_Asemani,Q5719191,https://www.wikidata.org/wiki/Q5719191,female,taekwondo athlete,Belgium; Iran,Karak,1989-06-21T00:00:00Z
Negar Esmaeili,https://en.wikipedia.org/wiki/Negar_Esmaeili,Q107275149,https://www.wikidata.org/wiki/Q107275149,female,taekwondo athlete,,Isfahan,2002-01-01T00:00:00Z
Parisa Farshidi,https://en.wikipedia.org/wiki/Parisa_Farshidi,Q56582717,https://www.wikidata.org/wiki/Q56582717,female,taekwondo athlete,Iran,Tehran,1990-10-22T00:00:00Z
Nasibeh Shahbazi,https://en.wikipedia.org/wiki/Nasibeh_Shahbazi,Q131228997,https://www.wikidata.org/wiki/Q131228997,female,martial artist; taekwondo athlete,,,1991-07-16T00:00:00Z
Mahsa Jeddi,https://en.wikipedia.org/wiki/Mahsa_Jeddi,Q61858570,https://www.wikidata.org/wiki/Q61858570,female,physical training instructor; taekwondo athlete,Iran,Tehran,1998-03-29T00:00:00Z
Akram Khodabandeh,https://en.wikipedia.org/wiki/Akram_Khodabandeh,Q16047179,https://www.wikidata.org/wiki/Q16047179,female,taekwondo athlete,Iran,Karaj,1991-09-25T00:00:00Z
Minoo Maddah,https://en.wikipedia.org/wiki/Minoo_Maddah,Q119790510,https://www.wikidata.org/wiki/Q119790510,female,taekwondo athlete,Iran,Karaj,1976-05-17T00:00:00Z
Melika Mirhosseini,https://en.wikipedia.org/wiki/Melika_Mirhosseini,Q61855324,https://www.wikidata.org/wiki/Q61855324,female,taekwondo athlete,Iran,Tehran,1996-03-02T00:00:00Z
Mahla Momenzadeh,https://en.wikipedia.org/wiki/Mahla_Momenzadeh,Q63887175,https://www.wikidata.org/wiki/Q63887175,female,taekwondo athlete,Iran,Iran,2002-09-01T00:00:00Z
Zahra Nemati,https://en.wikipedia.org/wiki/Zahra_Nemati,Q8064739,https://www.wikidata.org/wiki/Q8064739,female,archer,Iran,Kerman County,1985-04-30T00:00:00Z
Dina Pouryounes,https://en.wikipedia.org/wiki/Dina_Pouryounes,Q53561025,https://www.wikidata.org/wiki/Q53561025,female,taekwondo athlete,Iran,Langarud,1992-01-01T00:00:00Z
Zahra Rahimi,https://en.wikipedia.org/wiki/Zahra_Rahimi,Q130123919,https://www.wikidata.org/wiki/Q130123919,female,para taekwondo athlete,Iran,Tabriz,2008-11-02T00:00:00Z
Fatemeh Rouhani,https://en.wikipedia.org/wiki/Fatemeh_Rouhani,Q16053007,https://www.wikidata.org/wiki/Q16053007,female,taekwondo athlete,Iran,Shahrud,1993-04-09T00:00:00Z
Marjan Salahshouri,https://en.wikipedia.org/wiki/Marjan_Salahshouri,Q56219730,https://www.wikidata.org/wiki/Q56219730,female,taekwondo athlete,Iran,Isfahan,1996-10-12T00:00:00Z
Samaneh Sheshpari,https://en.wikipedia.org/wiki/Samaneh_Sheshpari,Q16050993,https://www.wikidata.org/wiki/Q16050993,female,taekwondo athlete,Iran,Tehran,1987-01-01T00:00:00Z
Abolfazl Abbasi,https://en.wikipedia.org/wiki/Abolfazl_Abbasi,Q128598387,https://www.wikidata.org/wiki/Q128598387,male,taekwondo athlete,Iran,Mazandaran,2005-09-02T00:00:00Z
Farzad Abdollahi,https://en.wikipedia.org/wiki/Farzad_Abdollahi,Q1397245,https://www.wikidata.org/wiki/Q1397245,male,taekwondo athlete,Iran,Mianeh,1990-10-27T00:00:00Z
Soroush Ahmadi,https://en.wikipedia.org/wiki/Soroush_Ahmadi,Q63959311,https://www.wikidata.org/wiki/Q63959311,male,taekwondo athlete,Iran,Juybar,1996-09-17T00:00:00Z
Behnam Asbaghi,https://en.wikipedia.org/wiki/Behnam_Asbaghi,Q18328078,https://www.wikidata.org/wiki/Q18328078,male,taekwondo athlete,Iran,Tehran,1986-01-25T00:00:00Z
Mohammad Esmail Azarpad,https://en.wikipedia.org/wiki/Mohammad_Esmail_Azarpad,Q58099733,https://www.wikidata.org/wiki/Q58099733,male,taekwondo athlete,,Iran,1938-01-01T00:00:00Z
Asghar Azizi,https://en.wikipedia.org/wiki/Asghar_Azizi,Q109559581,https://www.wikidata.org/wiki/Q109559581,male,para taekwondo athlete,,Mianeh,1987-12-26T00:00:00Z
Mansour Bagheri,https://en.wikipedia.org/wiki/Mansour_Bagheri,Q6751834,https://www.wikidata.org/wiki/Q6751834,male,taekwondo athlete,Iran,,1967-07-08T00:00:00Z
Meisam Bagheri,https://en.wikipedia.org/wiki/Meisam_Bagheri,Q19949701,https://www.wikidata.org/wiki/Q19949701,male,taekwondo athlete,Iran,Karaj,1991-04-18T00:00:00Z
Amir Mohammad Bakhshi,https://en.wikipedia.org/wiki/Amir_Mohammad_Bakhshi,Q56243380,https://www.wikidata.org/wiki/Q56243380,male,taekwondo athlete,Iran,Mianeh,1999-12-02T00:00:00Z
Alireza Bakht,https://en.wikipedia.org/wiki/Alireza_Bakht,Q130211274,https://www.wikidata.org/wiki/Q130211274,male,para taekwondo athlete,,,1999-09-17T00:00:00Z
Amir Sina Bakhtiari,https://en.wikipedia.org/wiki/Amir_Sina_Bakhtiari,Q136673598,https://www.wikidata.org/wiki/Q136673598,male,taekwondo athlete,,,
Mehran Barkhordari,https://en.wikipedia.org/wiki/Mehran_Barkhordari,Q123517126,https://www.wikidata.org/wiki/Q123517126,male,taekwondo athlete,Iran,Qazvin,2000-07-26T00:00:00Z
Milad Beigi,https://en.wikipedia.org/wiki/Milad_Beigi,Q21000967,https://www.wikidata.org/wiki/Q21000967,male,taekwondo athlete,Azerbaijan; Iran,Isfahan,1991-03-01T00:00:00Z
Akira Corassani,https://en.wikipedia.org/wiki/Akira_Corassani,Q4701125,https://www.wikidata.org/wiki/Q4701125,male,mixed martial arts fighter; taekwondo athlete,Sweden,Lund,1982-08-27T00:00:00Z
Danial Salehimehr,https://en.wikipedia.org/wiki/Danial_Salehimehr,Q135583400,https://www.wikidata.org/wiki/Q135583400,male,athlete,Iran,Babol,1997-05-10T00:00:00Z
Ali Eshkevarian,https://en.wikipedia.org/wiki/Ali_Eshkevarian,Q98270502,https://www.wikidata.org/wiki/Q98270502,male,athlete; mixed martial arts fighter; taekwondo athlete,Iran,Iran,2001-03-13T00:00:00Z
Ebrahim Ghaderi,https://en.wikipedia.org/wiki/Ebrahim_Ghaderi,Q5331975,https://www.wikidata.org/wiki/Q5331975,male,taekwondo athlete,Iran,,
Hamed Haghshenas,https://en.wikipedia.org/wiki/Hamed_Haghshenas,Q130211343,https://www.wikidata.org/wiki/Q130211343,male,para taekwondo athlete,Iran,,1994-03-23T00:00:00Z
Ali Haghshenas,https://en.wikipedia.org/wiki/Ali_Haghshenas,Q7459030,https://www.wikidata.org/wiki/Q7459030,male,essayist; historian; journalist; karateka; kickboxer; lawyer; politician; taekwondo athlete; teacher; writer,Iran,Tehran,1975-10-09T00:00:00Z
Mehdi Haji Mousaei,https://en.wikipedia.org/wiki/Mehdi_Haji_Mousaei,Q115740875,https://www.wikidata.org/wiki/Q115740875,male,taekwondo athlete,Iran,Karaj,2004-06-29T00:00:00Z
Ali Hajipour,https://en.wikipedia.org/wiki/Ali_Hajipour,,,,,,,
Masoud Hajji-Zavareh,https://en.wikipedia.org/wiki/Masoud_Hajji-Zavareh,Q18389234,https://www.wikidata.org/wiki/Q18389234,male,taekwondo athlete,Iran,,1988-05-16T00:00:00Z
Amir Mohammad Hosseini,https://en.wikipedia.org/wiki/Amir_Mohammad_Hosseini,Q107618925,https://www.wikidata.org/wiki/Q107618925,male,taekwondo athlete,Iran,,
Behzad Khodadad,https://en.wikipedia.org/wiki/Behzad_Khodadad,Q7466809,https://www.wikidata.org/wiki/Q7466809,male,taekwondo athlete,Iran,,1981-04-25T00:00:00Z
Mohammad Ali Khosravi,https://en.wikipedia.org/wiki/Mohammad_Ali_Khosravi,Q63242074,https://www.wikidata.org/wiki/Q63242074,male,taekwondo athlete,Iran,Iran,2001-11-03T00:00:00Z
Kasra Mehdipournejad,https://en.wikipedia.org/wiki/Kasra_Mehdipournejad,Q97571801,https://www.wikidata.org/wiki/Q97571801,male,taekwondo athlete,Iran,Isfahan,1992-12-26T00:00:00Z
Reza Mehmandoust,https://en.wikipedia.org/wiki/Reza_Mehmandoust,Q7319761,https://www.wikidata.org/wiki/Q7319761,male,taekwondo athlete,Iran,Tehran,1965-01-31T00:00:00Z
Ehsan Naghibzadeh,https://en.wikipedia.org/wiki/Ehsan_Naghibzadeh,Q107453253,https://www.wikidata.org/wiki/Q107453253,male,taekwondo athlete,,Kermanshah,1990-03-15T00:00:00Z
Alireza Nasr Azadani,https://en.wikipedia.org/wiki/Alireza_Nasr_Azadani,Q1776658,https://www.wikidata.org/wiki/Q1776658,male,taekwondo athlete,Iran,Isfahan,1985-09-21T00:00:00Z
Payam Ghobadi,https://en.wikipedia.org/wiki/Payam_Ghobadi,Q25409030,https://www.wikidata.org/wiki/Q25409030,male,taekwondo athlete,Azerbaijan,Tehran,1989-05-17T00:00:00Z
Mahdi Pourrahnama,https://en.wikipedia.org/wiki/Mahdi_Pourrahnama,Q108435529,https://www.wikidata.org/wiki/Q108435529,male,taekwondo athlete,,Bandar-e Anzali,1995-06-20T00:00:00Z
Saeid Rajabi (taekwondo),https://en.wikipedia.org/wiki/Saeid_Rajabi_%28taekwondo%29,,,,,,,
Kourosh Rajoli,https://en.wikipedia.org/wiki/Kourosh_Rajoli,Q41694223,https://www.wikidata.org/wiki/Q41694223,male,taekwondo athlete,Iran,,1985-01-01T00:00:00Z
Matin Rezaei,https://en.wikipedia.org/wiki/Matin_Rezaei,Q122920976,https://www.wikidata.org/wiki/Q122920976,male,taekwondo athlete,Iran,Tehran,2005-09-02T00:00:00Z
Morteza Rostami,https://en.wikipedia.org/wiki/Morteza_Rostami,Q19950565,https://www.wikidata.org/wiki/Q19950565,male,taekwondo athlete,Iran,,1980-01-28T00:00:00Z
Arian Salimi,https://en.wikipedia.org/wiki/Arian_Salimi,Q118917574,https://www.wikidata.org/wiki/Q118917574,male,taekwondo athlete,Iran,Kermanshah,2003-12-16T00:00:00Z
Ali Tajik,https://en.wikipedia.org/wiki/Ali_Tajik,Q19950694,https://www.wikidata.org/wiki/Q19950694,male,taekwondo athlete,Iran,,1976-08-01T00:00:00Z
Hadi Tiranvalipour,https://en.wikipedia.org/wiki/Hadi_Tiranvalipour,Q128031644,https://www.wikidata.org/wiki/Q128031644,male,taekwondo athlete,,,
Abolfazl Yaghoubi,https://en.wikipedia.org/wiki/Abolfazl_Yaghoubi,Q20109468,https://www.wikidata.org/wiki/Q20109468,male,taekwondo athlete,Iran,,1996-12-27T00:00:00Z
Abolfazl Zandi,https://en.wikipedia.org/wiki/Abolfazl_Zandi,Q126945549,https://www.wikidata.org/wiki/Q126945549,male,taekwondo athlete,Iran,,
