Name,Wikipedia_Link,wikidata_qid,wikidata_url
Majid Aflaki,https://en.wikipedia.org/wiki/Majid_Aflaki,Q19950109,https://www.wikidata.org/wiki/Q19950109
Kimia Alizadeh,https://en.wikipedia.org/wiki/Kimia_Alizadeh,Q19949645,https://www.wikidata.org/wiki/Q19949645
Farzan Ashourzadeh,https://en.wikipedia.org/wiki/Farzan_Ashourzadeh,Q18326024,https://www.wikidata.org/wiki/Q18326024
Mohammad Bagheri Motamed,https://en.wikipedia.org/wiki/Mohammad_Bagheri_Motamed,Q381591,https://www.wikidata.org/wiki/Q381591
Fariborz Danesh,https://en.wikipedia.org/wiki/Fariborz_Danesh,Q19949857,https://www.wikidata.org/wiki/Q19949857
Armin Hadipour,https://en.wikipedia.org/wiki/Armin_Hadipour,Q30905654,https://www.wikidata.org/wiki/Q30905654
Sousan Hajipour,https://en.wikipedia.org/wiki/Sousan_Hajipour,Q2304199,https://www.wikidata.org/wiki/Q2304199
Mirhashem Hosseini,https://en.wikipedia.org/wiki/Mirhashem_Hosseini,Q41359650,https://www.wikidata.org/wiki/Q41359650
Yousef Karami,https://en.wikipedia.org/wiki/Yousef_Karami,Q931698,https://www.wikidata.org/wiki/Q931698
Mehdi Khodabakhshi,https://en.wikipedia.org/wiki/Mehdi_Khodabakhshi,Q16049007,https://www.wikidata.org/wiki/Q16049007
Sara Khoshjamal Fekri,https://en.wikipedia.org/wiki/Sara_Khoshjamal_Fekri,Q542385,https://www.wikidata.org/wiki/Q542385
Nahid Kiani,https://en.wikipedia.org/wiki/Nahid_Kiani,Q31070262,https://www.wikidata.org/wiki/Q31070262
Sajjad Mardani,https://en.wikipedia.org/wiki/Sajjad_Mardani,Q16231425,https://www.wikidata.org/wiki/Q16231425
Reza Naderian,https://en.wikipedia.org/wiki/Reza_Naderian,Q1495799,https://www.wikidata.org/wiki/Q1495799
Mobina Nematzadeh,https://en.wikipedia.org/wiki/Mobina_Nematzadeh,Q115777184,https://www.wikidata.org/wiki/Q115777184
Hadi Saei,https://en.wikipedia.org/wiki/Hadi_Saei,Q472372,https://www.wikidata.org/wiki/Q472372
Raheleh Asemani,https://en.wikipedia.org/wiki/Raheleh_Asemani,Q5719191,https://www.wikidata.org/wiki/Q5719191
Negar Esmaeili,https://en.wikipedia.org/wiki/Negar_Esmaeili,Q107275149,https://www.wikidata.org/wiki/Q107275149
Parisa Farshidi,https://en.wikipedia.org/wiki/Parisa_Farshidi,Q56582717,https://www.wikidata.org/wiki/Q56582717
Nasibeh Shahbazi,https://en.wikipedia.org/wiki/Nasibeh_Shahbazi,Q131228997,https://www.wikidata.org/wiki/Q131228997
Mahsa Jeddi,https://en.wikipedia.org/wiki/Mahsa_Jeddi,Q61858570,https://www.wikidata.org/wiki/Q61858570
Akram Khodabandeh,https://en.wikipedia.org/wiki/Akram_Khodabandeh,Q16047179,https://www.wikidata.org/wiki/Q16047179
Minoo Maddah,https://en.wikipedia.org/wiki/Minoo_Maddah,Q119790510,https://www.wikidata.org/wiki/Q119790510
