Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Hossein Abdi,https://en.wikipedia.org/wiki/Hossein_Abdi,Q3786860,https://www.wikidata.org/wiki/Q3786860,male,association football coach; association football player,Iran,Tehran,1967-03-21T00:00:00Z,,
Nasrollah Abdollahi,https://en.wikipedia.org/wiki/Nasrollah_Abdollahi,Q2478625,https://www.wikidata.org/wiki/Q2478625,male,association football player,Iran,Tehran,1951-09-02T00:00:00Z,,
Parviz Aboutaleb,https://en.wikipedia.org/wiki/Parviz_Aboutaleb,Q7141353,https://www.wikidata.org/wiki/Q7141353,male,association football coach; association football player,Iran,Tehran,1910-03-01T00:00:00Z,,
Human Afazeli,https://en.wikipedia.org/wiki/Human_Afazeli,Q10514520,https://www.wikidata.org/wiki/Q10514520,male,association football coach; association football player,Iran,Tehran,1971-09-03T00:00:00Z,,
Markar Aghajanyan,https://en.wikipedia.org/wiki/Markar_Aghajanyan,Q6770564,https://www.wikidata.org/wiki/Q6770564,male,association football coach; association football player,Iran,Tehran,1965-03-04T00:00:00Z,,
Mohammad Ahmadzadeh,https://en.wikipedia.org/wiki/Mohammad_Ahmadzadeh,Q6891723,https://www.wikidata.org/wiki/Q6891723,male,association football coach; association football player,Iran,Tabriz,1961-01-10T00:00:00Z,,
Mohammad Alavi (footballer),https://en.wikipedia.org/wiki/Mohammad_Alavi_%28footballer%29,,,,,,,,,
Ahmad Alenemeh,https://en.wikipedia.org/wiki/Ahmad_Alenemeh,Q4695254,https://www.wikidata.org/wiki/Q4695254,male,association football player,Iran,Ahvaz,1982-10-20T00:00:00Z,,
Saeed Alhoei,https://en.wikipedia.org/wiki/Saeed_Alhoei,Q123760534,https://www.wikidata.org/wiki/Q123760534,male,association football coach; association football player,,,1982-12-15T00:00:00Z,,
Hamid Alidoosti,https://en.wikipedia.org/wiki/Hamid_Alidoosti,Q339985,https://www.wikidata.org/wiki/Q339985,male,association football coach; association football player,Iran,Tehran,1956-01-01T00:00:00Z,,
Mansour Amirasefi,https://en.wikipedia.org/wiki/Mansour_Amirasefi,Q6751835,https://www.wikidata.org/wiki/Q6751835,male,association football coach; association football player,Iran,Tehran,1933-07-07T00:00:00Z,,
Mohammad Hassan Ansarifard,https://en.wikipedia.org/wiki/Mohammad_Hassan_Ansarifard,Q6892011,https://www.wikidata.org/wiki/Q6892011,male,association football coach; association football player; entrepreneur,Iran,Tehran,1962-09-09T00:00:00Z,,
Poya Asbaghi,https://en.wikipedia.org/wiki/Poya_Asbaghi,Q25935708,https://www.wikidata.org/wiki/Q25935708,male,association football coach,Sweden,Karaj,1985-07-17T00:00:00Z,,
Fereydoun Asgharzadeh,https://en.wikipedia.org/wiki/Fereydoun_Asgharzadeh,Q96182841,https://www.wikidata.org/wiki/Q96182841,male,association football coach,,,,,
Aziz Asli,https://en.wikipedia.org/wiki/Aziz_Asli,Q4832650,https://www.wikidata.org/wiki/Q4832650,male,actor; association football coach; association football player,Iran,Tabriz,1938-04-09T00:00:00Z,,
Bahram Atef,https://en.wikipedia.org/wiki/Bahram_Atef,Q4842837,https://www.wikidata.org/wiki/Q4842837,male,association football player,Iran,Isfahan,1941-02-02T00:00:00Z,,
Hassan Azarnia,https://en.wikipedia.org/wiki/Hassan_Azarnia,Q13294031,https://www.wikidata.org/wiki/Q13294031,male,association football coach; association football player,Iran,Tabriz,1957-06-27T00:00:00Z,,
Bijan Azizi,https://en.wikipedia.org/wiki/Bijan_Azizi,Q33261259,https://www.wikidata.org/wiki/Q33261259,male,association football coach,Iran,Iran,,,
Khodadad Azizi,https://en.wikipedia.org/wiki/Khodadad_Azizi,Q472345,https://www.wikidata.org/wiki/Q472345,male,association football coach; association football player,Iran,Fariman,1971-06-22T00:00:00Z,,
Maryam Azmoon,https://en.wikipedia.org/wiki/Maryam_Azmoon,Q64364312,https://www.wikidata.org/wiki/Q64364312,female,association football coach; association football player,Iran,Rasht,1973-11-10T00:00:00Z,,
Hamid Babazadeh,https://en.wikipedia.org/wiki/Hamid_Babazadeh,Q3782851,https://www.wikidata.org/wiki/Q3782851,male,association football coach; association football player,Iran,Tehran,1964-11-11T00:00:00Z,,
Karim Bagheri,https://en.wikipedia.org/wiki/Karim_Bagheri,Q466108,https://www.wikidata.org/wiki/Q466108,male,association football player,Iran,Tabriz,1974-02-20T00:00:00Z,,
Majid Bagherinia,https://en.wikipedia.org/wiki/Majid_Bagherinia,Q24572265,https://www.wikidata.org/wiki/Q24572265,male,association football coach; association football player,Iran,Ahvaz,1952-01-01T00:00:00Z,,
Siavash Bakhtiarizadeh,https://en.wikipedia.org/wiki/Siavash_Bakhtiarizadeh,Q20740597,https://www.wikidata.org/wiki/Q20740597,male,association football coach; association football player,Iran,Ahvaz,1961-09-18T00:00:00Z,,
Sohrab Bakhtiarizadeh,https://en.wikipedia.org/wiki/Sohrab_Bakhtiarizadeh,Q542717,https://www.wikidata.org/wiki/Q542717,male,association football player,Iran,"Nurabad, Lorestan",1974-09-11T00:00:00Z,,
Hadi Bargizar,https://en.wikipedia.org/wiki/Hadi_Bargizar,Q5637817,https://www.wikidata.org/wiki/Q5637817,male,association football coach; association football player,Iran,Gonbad-e Kavus,1970-01-01T00:00:00Z,,
Abdolreza Barzegari,https://en.wikipedia.org/wiki/Abdolreza_Barzegari,Q5843446,https://www.wikidata.org/wiki/Q5843446,male,association football coach; association football player,Iran,Abadan,1958-07-03T00:00:00Z,,
Mahmoud Bayati,https://en.wikipedia.org/wiki/Mahmoud_Bayati,Q6734323,https://www.wikidata.org/wiki/Q6734323,male,association football coach; association football player,Iran; Pahlavi Iran,Tehran,1928-03-22T00:00:00Z,,
Mohammad Bayati,https://en.wikipedia.org/wiki/Mohammad_Bayati,Q1655141,https://www.wikidata.org/wiki/Q1655141,male,association football player,Iran,Iran,1932-05-05T00:00:00Z,,
