Name,Wikipedia_Link
Behkadeh Raji,https://en.wikipedia.org/wiki/Behkadeh_Raji
Charity Foundation for Special Diseases,https://en.wikipedia.org/wiki/Charity_Foundation_for_Special_Diseases
Iranian Blood Transfusion Organization,https://en.wikipedia.org/wiki/Iranian_Blood_Transfusion_Organization
Iranian Legal Medicine Organization,https://en.wikipedia.org/wiki/Iranian_Legal_Medicine_Organization
Iranian Mental Health Research Network,https://en.wikipedia.org/wiki/Iranian_Mental_Health_Research_Network
Iranian Red Crescent Society,https://en.wikipedia.org/wiki/Iranian_Red_Crescent_Society
Mahak,https://en.wikipedia.org/wiki/Mahak
Medical Council of Iran,https://en.wikipedia.org/wiki/Medical_Council_of_Iran
Medicine shortage in Iran,https://en.wikipedia.org/wiki/Medicine_shortage_in_Iran
Ministry of Health and Medical Education,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Medical_Education
Iranian National Museum of Medical Sciences History,https://en.wikipedia.org/wiki/Iranian_National_Museum_of_Medical_Sciences_History
Psychology and Counseling Organization of Iran,https://en.wikipedia.org/wiki/Psychology_and_Counseling_Organization_of_Iran
Razi Vaccine and Serum Research Institute,https://en.wikipedia.org/wiki/Razi_Vaccine_and_Serum_Research_Institute
Red Lion and Sun Society,https://en.wikipedia.org/wiki/Red_Lion_and_Sun_Society
Research Centre for Emerging and Reemerging Infectious Diseases,https://en.wikipedia.org/wiki/Research_Centre_for_Emerging_and_Reemerging_Infectious_Diseases
Sport Sciences Research Institute of Iran,https://en.wikipedia.org/wiki/Sport_Sciences_Research_Institute_of_Iran
Tehran Psychiatric Institute,https://en.wikipedia.org/wiki/Tehran_Psychiatric_Institute
Cinnagen,https://en.wikipedia.org/wiki/Cinnagen
List of hospitals in Iran,https://en.wikipedia.org/wiki/List_of_hospitals_in_Iran
Alejalil Hospital,https://en.wikipedia.org/wiki/Alejalil_Hospital
Ayatollah Mousavi Hospital,https://en.wikipedia.org/wiki/Ayatollah_Mousavi_Hospital
Iran International Neuroscience Institute,https://en.wikipedia.org/wiki/Iran_International_Neuroscience_Institute
Iranian National Ion Therapy Center,https://en.wikipedia.org/wiki/Iranian_National_Ion_Therapy_Center
Isfahan Healthcare city,https://en.wikipedia.org/wiki/Isfahan_Healthcare_city
Khalili Hospital,https://en.wikipedia.org/wiki/Khalili_Hospital
Najmieh Hospital,https://en.wikipedia.org/wiki/Najmieh_Hospital
Namazi Hospital,https://en.wikipedia.org/wiki/Namazi_Hospital
Razavi Hospital,https://en.wikipedia.org/wiki/Razavi_Hospital
Razi Hospital Kukherd,https://en.wikipedia.org/wiki/Razi_Hospital_Kukherd
Sayad Shirazi Hospital,https://en.wikipedia.org/wiki/Sayad_Shirazi_Hospital
Shahid Dastgheib Hospital,https://en.wikipedia.org/wiki/Shahid_Dastgheib_Hospital
Sina Hospital,https://en.wikipedia.org/wiki/Sina_Hospital
Iradj Fazel,https://en.wikipedia.org/wiki/Iradj_Fazel
Iranian Academy of Medical Sciences,https://en.wikipedia.org/wiki/Iranian_Academy_of_Medical_Sciences
Tofy Mussivand,https://en.wikipedia.org/wiki/Tofy_Mussivand
Farrokh Saidi,https://en.wikipedia.org/wiki/Farrokh_Saidi
Ali Akbar Velayati,https://en.wikipedia.org/wiki/Ali_Akbar_Velayati
Islamic Association of Iranian Medical Society,https://en.wikipedia.org/wiki/Islamic_Association_of_Iranian_Medical_Society
Islamic Association of Physicians of Iran,https://en.wikipedia.org/wiki/Islamic_Association_of_Physicians_of_Iran
Avicenna Research Institute,https://en.wikipedia.org/wiki/Avicenna_Research_Institute
