Name,Wikipedia_Link
List of hospitals in Iran,https://en.wikipedia.org/wiki/List_of_hospitals_in_Iran
Alejalil Hospital,https://en.wikipedia.org/wiki/Alejalil_Hospital
Ayatollah Mousavi Hospital,https://en.wikipedia.org/wiki/Ayatollah_Mousavi_Hospital
Iran International Neuroscience Institute,https://en.wikipedia.org/wiki/Iran_International_Neuroscience_Institute
Iranian National Ion Therapy Center,https://en.wikipedia.org/wiki/Iranian_National_Ion_Therapy_Center
Isfahan Healthcare city,https://en.wikipedia.org/wiki/Isfahan_Healthcare_city
Khalili Hospital,https://en.wikipedia.org/wiki/Khalili_Hospital
Najmieh Hospital,https://en.wikipedia.org/wiki/Najmieh_Hospital
Namazi Hospital,https://en.wikipedia.org/wiki/Namazi_Hospital
Razavi Hospital,https://en.wikipedia.org/wiki/Razavi_Hospital
Razi Hospital Kukherd,https://en.wikipedia.org/wiki/Razi_Hospital_Kukherd
Sayad Shirazi Hospital,https://en.wikipedia.org/wiki/Sayad_Shirazi_Hospital
Shahid Dastgheib Hospital,https://en.wikipedia.org/wiki/Shahid_Dastgheib_Hospital
Sina Hospital,https://en.wikipedia.org/wiki/Sina_Hospital
Poostchi Subspecialty Eye Hospital and Clinic,https://en.wikipedia.org/wiki/Poostchi_Subspecialty_Eye_Hospital_and_Clinic
Arad General Hospital,https://en.wikipedia.org/wiki/Arad_General_Hospital
Baghiyyatollah al-Azam Military Hospital,https://en.wikipedia.org/wiki/Baghiyyatollah_al-Azam_Military_Hospital
Dr. Sapir Hospital and Charity Center,https://en.wikipedia.org/wiki/Dr._Sapir_Hospital_and_Charity_Center
Imam Khomeini Hospital Complex,https://en.wikipedia.org/wiki/Imam_Khomeini_Hospital_Complex
Mahak Hospital and Rehabilitation Complex,https://en.wikipedia.org/wiki/Mahak_Hospital_and_Rehabilitation_Complex
Milad Hospital,https://en.wikipedia.org/wiki/Milad_Hospital
Noor Eye Hospital,https://en.wikipedia.org/wiki/Noor_Eye_Hospital
Roozbeh Hospital,https://en.wikipedia.org/wiki/Roozbeh_Hospital
"Ruin Tan Arash Hospital, Tehran",https://en.wikipedia.org/wiki/Ruin_Tan_Arash_Hospital%2C_Tehran
Sarem Hospital,https://en.wikipedia.org/wiki/Sarem_Hospital
Noor Ophthalmology Complex,https://en.wikipedia.org/wiki/Noor_Ophthalmology_Complex
