tweet_id,created_at,text,likes,retweets,replies
2006089789460865254,Tue Dec 30 19:47:31 +0000 2025,مغزم فقط سیاهی و غم میبینه .حتا روی دیوار دور افتاده پارک https://t.co/pwrxKKX7SQ,0,0,0
2005732392976408988,Mon Dec 29 20:07:21 +0000 2025,"۸دی ۴۰۴
حال ایرانی. https://t.co/qPMN23XJHt",0,0,0
