tweet_id,created_at,text,likes,retweets,replies
2006046298059788334,Tue Dec 30 16:54:42 +0000 2025,در مورد بودجه آدرس غلط ندهید. مساله افزایش مالیات ارزش افزوده یا حقوق کارکنان نیست! مساله عدم واریز بخشی ( بیش از نصف)از درآمد نفت به خزانه و هزینه در محل‌های غیر شفاف و بعضا مخالف منافع ملت و وجود نهادهای غول‌پیکر اقتصادی مانند ستاد اجرایی و بنیاد است که پاسخگوی هیچکس نیستند.,833,91,21
2005671455309369810,Mon Dec 29 16:05:13 +0000 2025,بیست و یک سال پیش چنین روزهایی را برای اقتصاد ملی پیش بینی می‌کردیم! https://t.co/fmpXhNBl0Z,167,8,7
2005659958772408335,Mon Dec 29 15:19:32 +0000 2025,"RT @moinifard: اقای حداد عادل جوابگو باش
اصولگرایان جوابگو باشید",0,1,0
2004929188105728316,Sat Dec 27 14:55:42 +0000 2025,"آقای عراقچی در ""کدام جهان زندگی می‌کند""؟
که باور دارد ""فعالین اقتصادی شکایتی از مشکلات ناشی از تحریم ندارند""""!!!",520,18,27
2004131252740522094,Thu Dec 25 10:05:00 +0000 2025,نتیجه محکومیت به فساد وزیران دولت مرحوم آقای رئیسی چه شد؟ رقم فساد ۳.۷ میلیارد دلاری رقم کمی نیست! مقایسه کنید با مجموع بودجه سه وزارتخانه  کلیدی آموزش‌و پرورش، بهداشت و علوم تا عمق فساد کمی نمایان شود! آیا درست. است که آن وزیران از مجازات معاف شده‌‌اند؟...!,179,27,8
2003194491856117987,Mon Dec 22 20:02:39 +0000 2025,"RT @smaeel_azari: شب یلدا،
کودکان شادی را به مادران هدیه کردند
و به تاریکی گفتند:
«ما بلدتریم از تو» ✨🍉
و توانایی شون را به نمایش گذاشتند h…",0,13,0
2003035332732964971,Mon Dec 22 09:30:12 +0000 2025,"آیا آقای قالیباف از اینکه منابع محدود ارزی دولت در جاهایی که دولت اختیاری ندارد، هزینه می‌شود اطلاع ندارد که دولت را تهدید به استیضاح می‌کند؟
شاخ و شانه را در محل مناسب بکشید!",321,27,23
2000659563771781162,Mon Dec 15 20:09:45 +0000 2025,"RT @smaeel_azari: این روزها در خانه های بلوط پروژه‌های متعددی توسط کودکان اجرا می‌شود.
کودکان روستای چهارمه امروز پیش گاودار، خیاط، مغازه‌د…",0,26,0
1998798550810202553,Wed Dec 10 16:54:45 +0000 2025,"RT @SharghDaily: عبدالله رمضان‌زاده، سخنگوی دولت اصلاحات:
🔺به بهانه پرونده نظرسنجی!

به یاد می‌آورم که روز شنبه‌ای حوالی ظهر بود که سعید مر…",0,4,0
1996331476195901886,Wed Dec 03 21:31:28 +0000 2025,"RT @Arsha45914097: در بقیه زمینه ها که #حکمرانی داشتید چه گلی سر ملت زدید ؟ 
که الان نگران حکمرانی در زمینه استفاده از #اینترنت برای ملت ای…",0,12,0
1996329363198128317,Wed Dec 03 21:23:04 +0000 2025,RT @smaeel_azari: نهصد متر زمین را در چهار روز خاک برداری کردیم، ۱۲۰ سرویس سنگ گچ خارج کردیم، به امید خدا در چند ماه آینده بتوانیم ساخت را…,0,34,0
