tweet_id,created_at,text,likes,retweets,replies
1998830298210119826,Wed Dec 10 19:00:54 +0000 2025,"اختتامیه نشست اولین همایش بانوان استراتژیست‌

💠"" از دخترانگی تا مادرانگی ؛ 
طلیعه دار تفقه و حکمت بانوی تصمیم‌ساز با قلبی ممکن التفقه؛ از خانه تا جامعه"" 

🔷️ با سخنرانی استاد حسن عباسی 
🔻 مراسم اختتامیه: پنج شنبه  ۲۰ آذر ۱۴٠۴  ساعت : ۹ صبح
📍 تهران، اندیشکده یقین https://t.co/VXVdFLB3gy",4,0,0
1993654362548355376,Wed Nov 26 12:13:34 +0000 2025,"RT @hasan_abbasi: مدبرات الأمر در عرش الرحمن؛ دست خدا در #جنگ_۱۲_روزه

نقش ملائکه در جهان‌بینی قرآنی مظلوم واقع شده است. در 
حالی که ایمان…",0,61,0
1989397474918940838,Fri Nov 14 18:18:13 +0000 2025,"جمع کردن خوک های اسرائیلی از کف مترو تهران 

🔹 بچه‌های انتظامی امنیتی بعد از رم دادن و بیرون کردن خوک های صهیونی از مترو باید دستاشون رو بشویند چون خوک نجسه 😆🤣😅

💢 ۲ نفر که با لباس ارتش و پرچم شیر و خورشید در متروی تهران ظاهر شده بودند، دستگیر شدند. https://t.co/wMfcLV7z6V",35,2,6
1984185493366419928,Fri Oct 31 09:07:40 +0000 2025,"دومین جشنواره 
حکمت و تفقه برای کودکان و نوجوانان 

🔹 در شانزدهمین سال برنامه‌ی ملی حکمت و استراتژی برای کودکان و نوجوانان برگزار می‌شود: 

🗓 هفته دوم آبان ماه ۱۴۰۴
🧩 اندیشسرای کودک و نوجوان اندیشکده یقین 
📍 تهران https://t.co/ghqNLTjC1r",20,6,1
1977668824314040831,Mon Oct 13 09:32:45 +0000 2025,"انقلابی های فرسوده 😆😅🤣

اینا دشمنان خمینی کبیر بودند در لباس دوست! او می فرمود: تسخیر لانه ی جاسوسی، انقلاب دوم بود، اینا می گن اشتباه بود، البته منظورشون اینه که اساسأ انقلاب اسلامی اشتباه بود 😂🤣😅😆😁 https://t.co/yEFilhZ7fl",441,20,55
1976741169192218934,Fri Oct 10 20:06:35 +0000 2025,"پرسش اساسی این است که چرا فوتبال غیرت را از بین می برد؟

👈 نکته: عکس تزئینی است.

#ویروس_سلبریتیسم https://t.co/6aOwMeThl7",32,5,2
1970393325724135880,Tue Sep 23 07:42:31 +0000 2025,"مخالفان قرآنی‌سازی علوم انسانی اهل گزینش و التقاط هستند

💬 رئیس پژوهشگاه علوم و فرهنگ اسلامی: 

وقتی قصد داریم نظرات قرآن را در برخی مراکز علمی بیان کنیم می‌گویند؛ چرا از قرآن سخن می‌گویید بخصوص این موضوع در اسلامی‌سازی علوم وجود دارد.
https://t.co/sK8kNXijfh
۱/۲ https://t.co/WwZviijT3n",13,2,1
1969345994807554135,Sat Sep 20 10:20:48 +0000 2025,"در اینستاگرام بخوانید 👇

https://t.co/r8L86bogMg",14,5,0
1966938342424993959,Sat Sep 13 18:53:39 +0000 2025,https://t.co/Kz6FPE7dv8 https://t.co/UnrnDxGHRv,22,5,0
1966889285887684853,Sat Sep 13 15:38:43 +0000 2025,"قاتل حقیقت به صحنه جرم برگشت 
اعترافات یک جنایتکار فکری !

رضا داوری اردکانی
۲۰ شهریور ۱۴۰۴ 👇 https://t.co/ioPt8xIMEC",463,16,9
1966573152416215231,Fri Sep 12 18:42:31 +0000 2025,"دولت تعطیل، مملکت را تعطیل می کند.
دولت بی برنامه، بی هدف، بدون استراتژی، بدون تیم کارشناسی، بدون تیم مدیریتی، و بدون اراده، مملکتی را به تعطیلی کشانده، مجوز تعطیلی را هم از ولی فقیه می خواهد 🤔
#پزشکیان https://t.co/8Fz28oMsBp",35,8,2
1964783258761335261,Sun Sep 07 20:10:07 +0000 2025,"حکومت جمهوری اسلامی به #سندرم_برجام مبتلا شده و به بیماری ""گزیده شدن صد باره از یک سوراخ""، آلوده و معتاد شده است. باز هم مذاکره بیهوده، باز هم بهانه‌ی رفع تحریم ها، باز هم امید به دشمن کافر غدار [ یعنی کافری که پیمان می بندند و فورا آن را می شکند ]. https://t.co/HgEH8UPQ94",9,3,0
1964387098179277276,Sat Sep 06 17:55:55 +0000 2025,"دلخوری زیباکلام از آقای ارباب 😂🤣😅😆😁😄

زیباکلام: تصمیم آقای ترامپ مبنی بر تغییر نام وزارت دفاع به وزارت جنگ تاسف‌آور و یک گام به عقب است. ایده پشت این تغییر حکایت از نظامی‌گری، جنگ‌طلبی و حل اختلافات با قوه قهریه دارد. جالبه که او به دنبال دریافت جایزه صلح نوبل هم هست. https://t.co/MkQXorq85z",17,6,0
1964000359086477452,Fri Sep 05 16:19:09 +0000 2025,"پس از ۴۰ سال، خوب است که مسئولان دانشگاه رضوی، یک همایش ملی حوزوی برگزار و گزارش نتایج مطالبات ۴۰ ساله‌ی حضرت آقا رو منتشر کنند.

#فقه_حکومتی https://t.co/GoOcLAk5Ez",38,9,2
